CustomerID,AcquisitionSource,AcquisitionCost,AttributionType
CU000656,Organic Search,4730.8,Multi-Touch
CU000657,Outbound,4862.93,Multi-Touch
CU000658,Referral,1064.59,Multi-Touch
CU000659,Organic Search,1280.23,Last Touch
CU000660,Outbound,4626.36,Last Touch
CU000661,Event,4354.23,First Touch
CU000662,Event,4409.83,Multi-Touch
CU000663,Google Ads,411.36,First Touch
CU000664,Outbound,4696.03,Last Touch
CU000665,Google Ads,4286.58,Multi-Touch
CU000666,Outbound,4501.92,Last Touch
CU000667,Google Ads,1092.82,Multi-Touch
CU000668,Outbound,153.69,Last Touch
CU000669,Google Ads,316.86,First Touch
CU000670,Event,4439.86,First Touch
CU000671,Referral,1443.81,First Touch
CU000672,Outbound,1014.71,Multi-Touch
CU000673,Event,1248.93,Multi-Touch
CU000674,Google Ads,947.38,Multi-Touch
CU000675,Referral,343.14,Multi-Touch
CU000676,Referral,4163.88,Multi-Touch
CU000677,LinkedIn Ads,90.16,First Touch
CU000678,Event,437.06,First Touch
CU000679,Google Ads,717.49,Multi-Touch
CU000680,Partner,1279.28,First Touch
CU000681,Partner,234.89,First Touch
CU000682,LinkedIn Ads,1305.49,First Touch
CU000683,Event,4716.8,Multi-Touch
CU000684,LinkedIn Ads,214.85,First Touch
CU000685,Outbound,1219.26,Last Touch
CU000686,LinkedIn Ads,4418.5,Last Touch
CU000687,Outbound,4712.01,First Touch
CU000688,Organic Search,4610.47,Multi-Touch
CU000689,Referral,1331.31,Multi-Touch
CU000690,Referral,1040.53,Last Touch
CU000691,Referral,4462.44,Last Touch
CU000692,Event,1244.06,First Touch
CU000693,LinkedIn Ads,1198.22,Multi-Touch
CU000694,Referral,1148.37,First Touch
CU000695,Event,1359.18,First Touch
CU000696,Outbound,1152.89,Multi-Touch
CU000697,Referral,4807.26,First Touch
CU000698,Organic Search,1276.47,Multi-Touch
CU000699,Referral,387.43,Multi-Touch
CU000700,LinkedIn Ads,509.78,Multi-Touch
CU000701,Outbound,4264.59,Multi-Touch
CU000702,Partner,4604.58,First Touch
CU000703,Outbound,4467.2,First Touch
CU000704,Referral,4668.57,Last Touch
CU000705,LinkedIn Ads,226.92,Multi-Touch
CU000706,Partner,1382.96,First Touch
CU000707,Outbound,418.92,Multi-Touch
CU000708,Outbound,1542.41,First Touch
CU000709,Partner,1287.35,Multi-Touch
CU000710,Outbound,1181.74,Multi-Touch
CU000711,Partner,1435.47,First Touch
CU000712,Partner,1296.55,First Touch
CU000713,Google Ads,4507.2,First Touch
CU000714,Outbound,4489.05,First Touch
CU000715,Google Ads,1140.67,Multi-Touch
CU000716,Outbound,65.18,Last Touch
CU000717,Google Ads,4542.69,Multi-Touch
CU000718,LinkedIn Ads,534.02,Last Touch
CU000719,Google Ads,1275.95,Last Touch
CU000720,Outbound,4642.04,Multi-Touch
CU000721,Referral,4259.77,Multi-Touch
CU000722,Outbound,437.43,First Touch
CU000723,LinkedIn Ads,4524.53,Last Touch
CU000724,Partner,23.98,Multi-Touch
CU000725,Event,193.44,First Touch
CU000726,LinkedIn Ads,4455.24,Last Touch
CU000727,Organic Search,1307.02,First Touch
CU000728,Event,4345.02,First Touch
CU000729,LinkedIn Ads,4216.75,Multi-Touch
CU000730,Event,985.97,Last Touch
CU000731,Partner,458.66,First Touch
CU000732,Referral,355.64,Multi-Touch
CU000733,Partner,1475.08,Multi-Touch
CU000734,Event,955.54,Multi-Touch
CU000735,Outbound,173.32,Last Touch
CU000736,Partner,447.27,Last Touch
CU000737,LinkedIn Ads,1228.19,Multi-Touch
CU000738,Referral,4602.29,Last Touch
CU000739,Partner,422.04,Last Touch
CU000740,Event,913.72,First Touch
CU000741,Outbound,1531.97,Multi-Touch
CU000742,Organic Search,4429.61,First Touch
CU000743,Outbound,4954.19,First Touch
CU000744,LinkedIn Ads,323.44,First Touch
CU000745,Google Ads,4821.91,Last Touch
CU000746,Organic Search,4269.58,Multi-Touch
CU000747,Outbound,4534.47,First Touch
CU000748,Google Ads,449.14,Multi-Touch
CU000749,Outbound,1352.86,Last Touch
CU000750,Partner,1129.15,Last Touch
CU000751,Google Ads,4604.95,Last Touch
CU000752,Partner,383.58,First Touch
CU000753,LinkedIn Ads,88.28,Last Touch
CU000754,Outbound,36.31,Last Touch
CU000755,Outbound,203.11,Last Touch
CU000756,LinkedIn Ads,4315.11,First Touch
CU000757,Referral,4383.12,Last Touch
CU000758,Referral,4265.41,First Touch
CU000759,LinkedIn Ads,332.08,Multi-Touch
CU000760,Google Ads,4376.82,Last Touch
CU000761,Google Ads,1283.86,First Touch
CU000762,LinkedIn Ads,4615.24,Last Touch
CU000763,Referral,4577.58,First Touch
CU000764,Event,1186.65,First Touch
CU000765,Organic Search,1291.22,Last Touch
CU000766,Referral,1304.75,Last Touch
CU000767,LinkedIn Ads,457.52,Last Touch
CU000768,Event,4660.6,Last Touch
CU000769,Organic Search,4420.7,Multi-Touch
CU000770,Outbound,1316.83,Multi-Touch
CU000771,Organic Search,416.73,First Touch
CU000772,Partner,906.95,First Touch
CU000773,Partner,183.93,Last Touch
CU000774,Outbound,4495.6,First Touch
CU000775,Partner,923.06,Multi-Touch
CU000776,Outbound,68.37,Last Touch
CU000777,LinkedIn Ads,1190.91,Multi-Touch
CU000778,Partner,4220.94,First Touch
CU000779,Partner,1308.59,Multi-Touch
CU000780,LinkedIn Ads,4460.61,First Touch
CU000781,Event,1051.64,First Touch
CU000782,LinkedIn Ads,4223.49,First Touch
CU000783,Event,1163.57,Multi-Touch
CU000784,Event,1582.45,First Touch
CU000785,Partner,4371.15,Last Touch
CU000786,Referral,4716.19,Multi-Touch
CU000787,LinkedIn Ads,1085.94,Last Touch
CU000788,Organic Search,4467.71,Last Touch
CU000789,Referral,785.33,First Touch
CU000790,Partner,255.25,Multi-Touch
CU000791,Referral,1013.66,First Touch
CU000792,Partner,1173.9,Last Touch
CU000793,Partner,4676.44,Last Touch
CU000794,Referral,4267.5,Multi-Touch
CU000795,Referral,158.77,Last Touch
CU000796,Organic Search,1386.91,Multi-Touch
CU000797,Outbound,4341.74,First Touch
CU000798,Event,4246.21,Multi-Touch
CU000799,LinkedIn Ads,141.01,Last Touch
CU000800,Referral,4434.18,First Touch
CU000801,Organic Search,4695.21,Multi-Touch
CU000802,LinkedIn Ads,534.38,Last Touch
CU000803,Google Ads,4448.08,Multi-Touch
CU000804,Outbound,4549.37,First Touch
CU000805,Organic Search,628.12,First Touch
CU000806,Partner,221.66,Last Touch
CU000807,Referral,428.95,Last Touch
CU000808,LinkedIn Ads,4488.32,First Touch
CU000809,Partner,63.34,Multi-Touch
CU000810,Organic Search,1256.21,Multi-Touch
CU000811,LinkedIn Ads,373.99,Multi-Touch
CU000812,Partner,546.11,Last Touch
CU000813,Outbound,727.17,Multi-Touch
CU000814,Referral,1266.74,Multi-Touch
CU000815,Partner,757.52,Multi-Touch
CU000816,Organic Search,4332.52,Last Touch
CU000817,Event,985.39,Last Touch
CU000818,Organic Search,314.92,Multi-Touch
CU000819,LinkedIn Ads,1319.59,Last Touch
CU000820,Partner,4762.78,First Touch
CU000821,Google Ads,712.36,Last Touch
CU000822,LinkedIn Ads,390.92,Multi-Touch
CU000823,Referral,4633.79,Multi-Touch
CU000824,Outbound,4444.64,Multi-Touch
CU000825,Organic Search,877.52,Last Touch
CU000826,LinkedIn Ads,240.28,Last Touch
CU000827,LinkedIn Ads,95.4,Last Touch
CU000828,Google Ads,719.9,First Touch
CU000829,Outbound,924.42,First Touch
CU000830,Event,4492.04,Multi-Touch
CU000831,Event,1455.33,Last Touch
CU000832,LinkedIn Ads,1317.32,First Touch
CU000833,Referral,1542.95,Last Touch
CU000834,Event,1312.18,Multi-Touch
CU000835,Referral,4677.63,First Touch
CU000836,Google Ads,300.73,First Touch
CU000837,LinkedIn Ads,89.54,First Touch
CU000838,Organic Search,4707.72,Last Touch
CU000839,Referral,1068.68,Multi-Touch
CU000840,Partner,259.12,Last Touch
CU000841,Outbound,473.91,Multi-Touch
CU000842,LinkedIn Ads,754.48,First Touch
CU000843,Outbound,1171.33,Multi-Touch
CU000844,Partner,4743.02,Last Touch
CU000845,Event,215.02,Multi-Touch
CU000846,Referral,4243.58,First Touch
CU000847,Outbound,835.02,Multi-Touch
CU000848,Outbound,1299.66,Last Touch
CU000849,Partner,903.84,Last Touch
CU000850,LinkedIn Ads,4714.23,Last Touch
CU000851,Google Ads,744.97,Last Touch
CU000852,LinkedIn Ads,113.46,Multi-Touch
CU000853,Google Ads,4428.04,Multi-Touch
CU000854,LinkedIn Ads,1198.07,First Touch
CU000855,Partner,415.45,First Touch
CU000856,Event,4656.5,Last Touch
CU000857,Outbound,1354.98,Last Touch
CU000858,Google Ads,408.37,First Touch
CU000859,Event,4962.05,First Touch
CU000860,Partner,1176.03,Multi-Touch
CU000861,Partner,974.1,First Touch
CU000862,Referral,421.46,Multi-Touch
CU000863,Outbound,1223.5,Multi-Touch
CU000864,LinkedIn Ads,4611.73,Last Touch
CU000865,Google Ads,91.74,Multi-Touch
CU000866,LinkedIn Ads,4453.94,Multi-Touch
CU000867,Event,384.0,Last Touch
CU000868,Google Ads,4538.76,Multi-Touch
CU000869,Organic Search,1095.04,Multi-Touch
CU000870,Event,81.76,Multi-Touch
CU000871,LinkedIn Ads,139.89,Multi-Touch
CU000872,Partner,4552.06,First Touch
CU000873,Referral,4736.19,Multi-Touch
CU000874,Partner,1290.27,First Touch
CU000875,Referral,131.26,Multi-Touch
CU000876,Organic Search,4378.9,Last Touch
CU000877,Google Ads,1188.0,Multi-Touch
CU000878,Google Ads,4473.54,Multi-Touch
CU000879,Partner,518.29,Last Touch
CU000880,Referral,4697.61,First Touch
CU000881,Google Ads,4530.92,Last Touch
CU000882,Referral,345.58,Multi-Touch
CU000883,Organic Search,4407.24,Last Touch
CU000884,Outbound,4221.48,Last Touch
CU000885,Google Ads,653.04,Multi-Touch
CU000886,Partner,4340.31,First Touch
CU000887,Google Ads,4037.44,Last Touch
CU000888,Organic Search,4755.04,Multi-Touch
CU000889,Referral,429.88,Last Touch
CU000890,Partner,1059.15,Last Touch
CU000891,Partner,217.43,Last Touch
CU000892,LinkedIn Ads,4442.53,Multi-Touch
CU000893,Google Ads,4518.97,Multi-Touch
CU000894,LinkedIn Ads,334.91,First Touch
CU000895,Partner,4436.56,Multi-Touch
CU000896,Referral,4641.73,Last Touch
CU000897,Google Ads,4668.93,Multi-Touch
CU000898,LinkedIn Ads,897.62,Last Touch
CU000899,LinkedIn Ads,4351.15,Last Touch
CU000900,Referral,4664.93,Multi-Touch
CU000901,Partner,845.67,First Touch
CU000902,Google Ads,4535.65,First Touch
CU000903,Outbound,1315.4,Multi-Touch
CU000904,LinkedIn Ads,5143.03,First Touch
CU000905,Referral,1028.02,Multi-Touch
CU000906,Event,1345.81,Last Touch
CU000907,Referral,1296.17,Multi-Touch
CU000908,Outbound,462.48,Last Touch
CU000909,LinkedIn Ads,4409.85,First Touch
CU000910,Organic Search,4645.87,Last Touch
CU000911,Partner,43.16,Multi-Touch
CU000912,Referral,448.81,First Touch
CU000913,Google Ads,896.83,First Touch
CU000914,Organic Search,699.16,First Touch
CU000915,Event,499.1,First Touch
CU000916,Partner,203.31,Multi-Touch
CU000917,Google Ads,4419.7,First Touch
CU000918,Google Ads,333.87,Multi-Touch
CU000919,Referral,4036.76,First Touch
CU000920,Partner,4543.45,Last Touch
CU000921,Organic Search,1314.27,Last Touch
CU000922,Outbound,66.44,Last Touch
CU000923,Referral,509.8,Last Touch
CU000924,Event,768.06,First Touch
CU000925,Referral,38.21,Last Touch
CU000926,Event,476.77,Multi-Touch
CU000927,Organic Search,1456.13,Multi-Touch
CU000928,Partner,4201.0,First Touch
CU000929,Organic Search,153.71,Last Touch
CU000930,Event,1138.6,Multi-Touch
CU000931,Referral,1293.45,First Touch
CU000932,Outbound,1157.05,Multi-Touch
CU000933,Google Ads,688.09,Multi-Touch
CU000934,Google Ads,4633.06,Multi-Touch
CU000935,LinkedIn Ads,4402.39,Multi-Touch
CU000936,Organic Search,1236.04,Multi-Touch
CU000937,Referral,475.45,First Touch
CU000938,Google Ads,589.76,Multi-Touch
CU000939,LinkedIn Ads,199.15,Last Touch
CU000940,LinkedIn Ads,4516.65,First Touch
CU000941,Event,1247.39,Last Touch
CU000942,Referral,614.72,Last Touch
CU000943,Referral,1255.84,First Touch
CU000944,LinkedIn Ads,4725.82,First Touch
CU000945,Event,4358.01,Multi-Touch
CU000946,Partner,1398.78,Multi-Touch
CU000947,LinkedIn Ads,461.89,Multi-Touch
CU000948,Outbound,1665.77,Last Touch
CU000949,Google Ads,184.22,First Touch
CU000950,Organic Search,1345.32,First Touch
CU000951,Event,1067.92,Last Touch
CU000952,Google Ads,4622.24,Last Touch
CU000953,Partner,4590.19,Last Touch
CU000954,Event,1182.63,First Touch
CU000955,Organic Search,1032.47,First Touch
CU000956,Organic Search,100.83,Last Touch
CU000957,Outbound,4541.78,First Touch
CU000958,Organic Search,349.11,First Touch
CU000959,Organic Search,1366.99,First Touch
CU000960,Event,4297.23,Last Touch
CU000961,Partner,1356.36,Multi-Touch
CU000962,Google Ads,1616.47,Multi-Touch
CU000963,Organic Search,4834.46,Last Touch
CU000964,Google Ads,4548.07,Last Touch
CU000965,Event,233.93,Last Touch
CU000966,Event,166.07,Multi-Touch
CU000967,Google Ads,4740.83,Last Touch
CU000968,Referral,286.68,Multi-Touch
CU000969,Referral,465.02,Last Touch
CU000970,Partner,4866.58,Multi-Touch
CU000971,Organic Search,1342.53,First Touch
CU000972,Google Ads,717.06,First Touch
CU000973,Google Ads,4492.22,Last Touch
CU000974,Organic Search,1198.25,First Touch
CU000975,Google Ads,507.18,First Touch
CU000976,Organic Search,391.61,First Touch
CU000977,Google Ads,1158.57,Last Touch
CU000978,Partner,4284.15,Last Touch
CU000979,Organic Search,438.47,Last Touch
CU000980,Event,281.61,First Touch
CU000981,LinkedIn Ads,1135.32,Multi-Touch
CU000982,Referral,1131.11,Last Touch
CU000983,Event,933.14,Last Touch
CU000984,Google Ads,1408.4,Last Touch
CU000985,Google Ads,1023.69,First Touch
CU000986,Organic Search,1383.43,Multi-Touch
CU000987,Event,442.71,Multi-Touch
CU000988,Referral,884.0,Multi-Touch
CU000989,Referral,1300.77,Multi-Touch
CU000990,Organic Search,491.02,First Touch
CU000991,Organic Search,413.07,First Touch
CU000992,Outbound,1070.58,First Touch
CU000993,Referral,349.4,Multi-Touch
CU000994,Partner,296.01,First Touch
CU000995,Partner,1194.8,Last Touch
CU000996,Partner,4285.11,Multi-Touch
CU000997,Referral,1575.35,First Touch
CU000998,Partner,1263.9,First Touch
CU000999,Partner,4356.79,First Touch
CU001000,Partner,4595.43,Multi-Touch
CU001001,Outbound,4363.29,First Touch
CU001002,LinkedIn Ads,4328.85,Multi-Touch
CU001003,Outbound,4743.44,Last Touch
CU001004,Google Ads,1129.11,Last Touch
CU001005,Organic Search,1437.44,Last Touch
CU001006,Partner,283.47,Multi-Touch
CU001007,Event,4267.57,Multi-Touch
CU001008,Event,1051.64,Last Touch
CU001009,Referral,151.61,Last Touch
CU001010,Google Ads,189.79,Last Touch
CU001011,LinkedIn Ads,459.62,Last Touch
CU001012,Google Ads,80.55,First Touch
CU001013,Event,1168.12,Last Touch
CU001014,Organic Search,234.51,Multi-Touch
CU001015,Outbound,1057.31,Multi-Touch
CU001016,LinkedIn Ads,1167.56,Multi-Touch
CU001017,Google Ads,1147.71,Last Touch
CU001018,Outbound,4603.62,First Touch
CU001019,Google Ads,4179.47,Last Touch
CU001020,Partner,631.26,Last Touch
CU001021,Referral,403.74,Last Touch
CU001022,Outbound,406.61,First Touch
CU001023,LinkedIn Ads,402.16,Last Touch
CU001024,Organic Search,1154.46,Last Touch
CU001025,Organic Search,697.05,Multi-Touch
CU001026,Partner,4556.35,Multi-Touch
CU001027,LinkedIn Ads,4684.41,First Touch
CU001028,Referral,349.4,Last Touch
CU001029,Google Ads,4511.0,First Touch
CU001030,LinkedIn Ads,1135.85,Last Touch
CU001031,LinkedIn Ads,4539.1,Multi-Touch
CU001032,Organic Search,20.89,Last Touch
CU001033,Partner,4320.45,Multi-Touch
CU001034,Google Ads,4685.65,Multi-Touch
CU001035,Partner,336.74,Last Touch
CU001036,Partner,4385.59,First Touch
CU001037,Google Ads,1191.85,Last Touch
CU001038,Partner,1048.17,Multi-Touch
CU001039,Partner,565.19,First Touch
CU001040,Referral,4519.87,Last Touch
CU001041,Google Ads,173.83,Last Touch
CU001042,Organic Search,1562.02,First Touch
CU001043,Outbound,360.38,Multi-Touch
CU001044,Event,1287.01,Multi-Touch
CU001045,Event,4606.36,First Touch
CU001046,Referral,1041.38,First Touch
CU001047,Referral,1282.25,Multi-Touch
CU001048,Partner,832.17,Last Touch
CU001049,Organic Search,41.84,Multi-Touch
CU001050,Referral,901.28,Multi-Touch
CU001051,Partner,604.19,Multi-Touch
CU001052,Outbound,4443.53,First Touch
CU001053,Outbound,927.59,Multi-Touch
CU001054,Event,533.91,Last Touch
CU001055,Google Ads,4525.26,Last Touch
CU001056,Event,1006.35,Multi-Touch
CU001057,Referral,422.95,Last Touch
CU001058,Google Ads,4644.68,First Touch
CU001059,Organic Search,1172.53,Last Touch
CU001060,Partner,1074.34,First Touch
CU001061,Organic Search,550.76,Last Touch
CU001062,Outbound,369.14,Last Touch
CU001063,Organic Search,905.62,Multi-Touch
CU001064,Partner,448.67,Multi-Touch
CU001065,LinkedIn Ads,5076.72,First Touch
CU001066,Google Ads,1022.95,Multi-Touch
CU001067,Event,4559.28,First Touch
CU001068,Partner,1416.57,Last Touch
CU001069,Referral,4741.67,Last Touch
CU001070,Event,1336.96,Multi-Touch
CU001071,Event,556.28,Last Touch
CU001072,Event,1432.07,Multi-Touch
CU001073,Google Ads,4465.71,Last Touch
CU001074,Outbound,1265.67,First Touch
CU001075,Referral,4543.32,First Touch
CU001076,Event,116.13,First Touch
CU001077,Organic Search,1064.89,Last Touch
CU001078,Organic Search,184.09,Multi-Touch
CU001079,Google Ads,4242.52,Last Touch
CU001080,Event,4505.38,Multi-Touch
CU001081,Outbound,1216.26,First Touch
CU001082,Outbound,871.88,Last Touch
CU001083,Referral,4988.8,Last Touch
CU001084,Partner,4323.35,First Touch
CU001085,Event,4543.77,Multi-Touch
CU001086,Google Ads,1157.32,Multi-Touch
CU001087,Partner,180.1,Last Touch
CU001088,Organic Search,1586.86,First Touch
CU001089,LinkedIn Ads,4245.43,Multi-Touch
CU001090,LinkedIn Ads,492.1,Multi-Touch
CU001091,Event,416.3,First Touch
CU001092,Google Ads,465.12,Multi-Touch
CU001093,Outbound,4265.51,Last Touch
CU001094,Referral,4684.43,Last Touch
CU001095,Google Ads,287.75,Multi-Touch
CU001096,Event,337.92,First Touch
CU001097,Google Ads,227.25,First Touch
CU001098,Google Ads,1429.21,Multi-Touch
CU001099,LinkedIn Ads,4548.97,Last Touch
CU001100,LinkedIn Ads,210.34,First Touch
CU001101,Google Ads,266.45,Last Touch
CU001102,Event,4468.43,First Touch
CU001103,Google Ads,1306.74,Multi-Touch
CU001104,Outbound,26.06,Last Touch
CU001105,Organic Search,422.24,First Touch
CU001106,Outbound,4509.97,First Touch
CU001107,Google Ads,198.84,First Touch
CU001108,Referral,341.71,Last Touch
CU001109,LinkedIn Ads,190.03,First Touch
CU001110,Partner,4697.57,First Touch
CU001111,LinkedIn Ads,4467.59,Multi-Touch
CU001112,Partner,663.71,First Touch
CU001113,Organic Search,1332.78,Last Touch
CU001114,Outbound,1432.96,Last Touch
CU001115,LinkedIn Ads,4664.28,First Touch
CU001116,Event,395.17,Multi-Touch
CU001117,Referral,274.01,Multi-Touch
CU001118,Organic Search,1020.84,First Touch
CU001119,LinkedIn Ads,4591.45,First Touch
CU001120,Referral,154.68,Multi-Touch
CU001121,Partner,1273.43,Last Touch
CU001122,Event,42.14,Multi-Touch
CU001123,Organic Search,820.17,Last Touch
CU001124,Outbound,4426.34,First Touch
CU001125,Google Ads,4575.6,Last Touch
CU001126,Partner,4253.04,First Touch
CU001127,Partner,4497.08,Multi-Touch
CU001128,Event,240.32,First Touch
CU001129,Event,4464.1,Last Touch
CU001130,Organic Search,4511.18,Last Touch
CU001131,Referral,4485.01,First Touch
CU001132,LinkedIn Ads,1310.33,First Touch
CU001133,Organic Search,314.41,First Touch
CU001134,Event,528.59,First Touch
CU001135,Google Ads,166.04,Multi-Touch
CU001136,Event,155.98,Multi-Touch
CU001137,Outbound,4635.71,First Touch
CU001138,Outbound,4610.75,Last Touch
CU001139,Event,3917.04,First Touch
CU001140,Outbound,296.79,Last Touch
CU001141,Partner,4538.31,Multi-Touch
CU001142,Outbound,1034.43,Multi-Touch
CU001143,Google Ads,60.72,Last Touch
CU001144,Google Ads,542.98,Multi-Touch
CU001145,Organic Search,4653.76,Multi-Touch
CU001146,Outbound,4516.63,First Touch
CU001147,Event,4410.11,First Touch
CU001148,Organic Search,1252.85,First Touch
