TicketID,CustomerID,OpenedDate,Severity,ResolutionHours,Status,Category
T000436,CU008769,2023-12-12,Low,2.58,Escalated,Product Bug
T000437,CU005633,2023-03-18,Low,2.09,Resolved,How-to
T000438,CU007753,2026-08-25,Medium,4.19,Resolved,Billing
T000439,CU011045,2023-10-04,Critical,1.77,Resolved,Account
T000440,CU007420,2026-01-26,High,8.13,Resolved,Billing
T000441,CU011778,2024-01-31,Low,3.99,Resolved,How-to
T000442,CU003228,2024-07-05,Medium,3.29,Open,Performance
T000443,CU011989,2025-08-16,High,48.53,Resolved,How-to
T000444,CU010843,2026-06-14,Medium,2.87,Escalated,Integration
T000445,CU011056,2025-11-08,Low,5.18,Open,How-to
T000446,CU007211,2026-02-10,Medium,5.4,Open,Account
T000447,CU008204,2025-03-30,Low,5.53,Escalated,Integration
T000448,CU003667,2026-07-19,Medium,10.33,Open,Account
T000449,CU003182,2026-03-31,Medium,4.29,Resolved,Account
T000450,CU002715,2024-06-05,Medium,6.18,Resolved,Account
T000451,CU001712,2026-05-01,Medium,25.88,Resolved,Product Bug
T000452,CU009441,2026-06-05,Low,5.54,Resolved,Account
T000453,CU003021,2026-02-15,Low,2.36,Resolved,Account
T000454,CU006493,2024-05-12,High,9.29,Resolved,Performance
T000455,CU007147,2026-02-10,High,15.33,Escalated,Performance
T000456,CU005737,2023-12-22,Low,1.92,Resolved,Product Bug
T000457,CU005856,2026-02-06,High,7.5,Escalated,Integration
T000458,CU001455,2024-11-16,Low,3.27,Open,Account
T000459,CU005976,2025-09-14,Medium,7.86,Resolved,Account
T000460,CU005663,2025-05-11,Critical,3.31,Resolved,Integration
T000461,CU000442,2026-02-12,Medium,1.07,Open,Account
T000462,CU006522,2026-03-25,Medium,6.59,Escalated,Billing
T000463,CU003404,2026-07-01,High,3.93,Resolved,Billing
T000464,CU011692,2026-05-23,Low,2.23,Resolved,Billing
T000465,CU008424,2026-07-20,Low,0.9,Escalated,Product Bug
T000466,CU007465,2026-01-12,High,3.99,Resolved,Integration
T000467,CU011687,2024-09-04,Low,5.79,Resolved,Billing
T000468,CU002437,2025-06-20,Low,5.02,Resolved,Integration
T000469,CU006976,2024-05-14,Medium,6.97,Escalated,Account
T000470,CU008759,2022-07-04,High,10.52,Resolved,Billing
T000471,CU006805,2025-08-14,Medium,2.67,Open,Product Bug
T000472,CU010737,2026-08-27,Medium,9.87,Resolved,Billing
T000473,CU011955,2025-08-04,High,25.43,Resolved,Integration
T000474,CU004626,2024-11-12,Low,7.13,Resolved,Product Bug
T000475,CU009874,2026-06-04,Medium,8.2,Resolved,Performance
T000476,CU008286,2025-12-06,Critical,3.63,Open,How-to
T000477,CU001572,2025-02-25,Low,3.06,Resolved,Performance
T000478,CU003250,2026-07-24,Medium,1.57,Escalated,Product Bug
T000479,CU003980,2026-03-14,Medium,1.33,Resolved,Performance
T000480,CU004444,2025-09-12,Medium,10.39,Open,Integration
T000481,CU007293,2026-04-02,Medium,9.94,Escalated,Billing
T000482,CU005195,2026-06-18,Medium,1.86,Resolved,Performance
T000483,CU010344,2026-04-18,Medium,2.6,Escalated,Billing
T000484,CU004507,2024-11-27,Medium,7.68,Escalated,Product Bug
T000485,CU000552,2024-06-08,Medium,7.47,Resolved,Billing
T000486,CU011575,2026-06-19,Medium,1.59,Escalated,Account
T000487,CU009721,2024-01-06,Low,3.35,Resolved,Account
T000488,CU007335,2026-05-24,Medium,2.18,Escalated,Account
T000489,CU005252,2024-05-23,Low,1.23,Resolved,How-to
T000490,CU006779,2022-05-17,High,41.21,Resolved,Integration
T000491,CU004228,2024-01-14,Medium,1.43,Resolved,Product Bug
T000492,CU006820,2026-08-12,Low,9.44,Resolved,Integration
T000493,CU004807,2026-08-28,High,22.92,Resolved,Integration
T000494,CU011773,2026-01-04,Low,10.2,Resolved,Integration
T000495,CU009892,2023-05-24,Critical,3.09,Resolved,How-to
T000496,CU010382,2026-07-21,Low,6.19,Resolved,Product Bug
T000497,CU006468,2024-05-10,Low,11.71,Resolved,How-to
T000498,CU006879,2024-03-03,Medium,2.51,Escalated,How-to
T000499,CU000043,2025-09-12,Low,2.74,Resolved,Product Bug
T000500,CU009587,2026-08-08,High,3.5,Open,Account
T000501,CU010062,2024-05-12,Medium,1.67,Escalated,Billing
T000502,CU002672,2026-07-05,Low,1.97,Resolved,Billing
T000503,CU000464,2025-01-16,High,4.22,Resolved,Account
T000504,CU003324,2026-05-18,Medium,2.19,Resolved,How-to
T000505,CU001611,2025-12-08,Medium,10.81,Resolved,Integration
T000506,CU011183,2026-06-18,High,5.36,Resolved,Integration
T000507,CU011342,2024-03-04,Medium,2.27,Open,Integration
T000508,CU000271,2025-06-22,Medium,4.52,Resolved,Billing
T000509,CU004697,2026-07-26,Low,3.53,Open,Billing
T000510,CU007606,2024-12-08,Low,7.41,Resolved,How-to
T000511,CU004560,2023-10-08,High,5.89,Resolved,Account
T000512,CU011914,2025-01-30,Low,1.39,Resolved,Integration
T000513,CU010575,2024-11-17,Low,3.14,Resolved,Billing
T000514,CU000754,2024-06-30,Medium,5.91,Open,Billing
T000515,CU011536,2026-05-21,Low,1.08,Resolved,Integration
T000516,CU006679,2026-03-16,Medium,6.86,Escalated,Integration
T000517,CU009151,2025-03-08,High,15.9,Open,Product Bug
T000518,CU001643,2024-07-07,Low,1.61,Resolved,Performance
T000519,CU011231,2025-05-15,Medium,2.07,Resolved,Integration
T000520,CU006046,2026-04-13,Low,16.99,Resolved,Account
T000521,CU010420,2025-06-08,Low,4.36,Open,Account
T000522,CU004343,2025-12-02,Critical,6.2,Resolved,Account
T000523,CU006873,2026-01-11,Medium,4.53,Open,Performance
T000524,CU009219,2024-10-20,Low,4.35,Resolved,Billing
T000525,CU003760,2024-02-16,High,16.02,Resolved,Product Bug
T000526,CU003361,2024-05-29,Low,5.92,Open,Integration
T000527,CU010328,2024-04-14,Low,4.74,Resolved,Integration
T000528,CU004207,2025-07-15,Low,2.47,Resolved,Performance
T000529,CU002363,2026-05-07,Low,7.4,Resolved,Performance
T000530,CU010610,2023-07-08,Low,2.01,Escalated,How-to
T000531,CU000374,2026-02-03,Medium,2.75,Resolved,Account
T000532,CU002587,2024-12-04,High,11.28,Open,How-to
T000533,CU005293,2026-06-30,Medium,9.95,Resolved,Billing
T000534,CU000531,2025-03-04,Medium,4.68,Resolved,Billing
T000535,CU010618,2024-11-29,High,4.34,Resolved,Product Bug
T000536,CU003048,2026-07-02,High,20.58,Open,Billing
T000537,CU006327,2026-08-26,Medium,2.17,Resolved,Account
T000538,CU009334,2025-04-18,Medium,3.18,Escalated,How-to
T000539,CU005291,2022-11-20,Medium,1.59,Resolved,Account
T000540,CU004756,2025-11-11,Medium,4.2,Resolved,Performance
T000541,CU005037,2024-01-24,High,22.74,Open,Account
T000542,CU007185,2026-07-03,Medium,3.65,Open,Performance
T000543,CU005975,2025-08-06,Medium,4.55,Resolved,How-to
T000544,CU007347,2023-01-10,Low,6.25,Resolved,Integration
T000545,CU002699,2025-06-10,Medium,1.96,Resolved,Integration
T000546,CU003938,2025-04-13,Low,3.63,Open,Product Bug
T000547,CU000452,2024-03-25,Low,3.44,Open,Product Bug
T000548,CU002250,2024-09-05,High,9.83,Open,Billing
T000549,CU001683,2025-06-03,Medium,2.47,Resolved,Billing
T000550,CU007115,2024-12-04,Low,5.73,Escalated,Product Bug
T000551,CU008908,2024-07-02,Medium,5.34,Resolved,Billing
T000552,CU003528,2024-02-19,Low,1.0,Open,Integration
T000553,CU007696,2025-10-14,Medium,5.66,Resolved,Account
T000554,CU003672,2026-05-17,Medium,1.18,Resolved,Product Bug
T000555,CU003705,2026-04-27,Medium,1.84,Open,Billing
T000556,CU003915,2026-02-21,High,25.29,Resolved,How-to
T000557,CU000951,2025-05-13,Low,2.59,Resolved,Account
T000558,CU007892,2023-08-01,Medium,6.68,Resolved,Integration
T000559,CU009686,2024-08-20,Medium,2.83,Resolved,Account
T000560,CU002455,2026-04-29,High,19.4,Resolved,Billing
T000561,CU006286,2025-06-18,Low,7.17,Open,Account
T000562,CU008158,2026-05-03,High,6.98,Open,Integration
T000563,CU003153,2026-06-04,Low,3.14,Resolved,Product Bug
T000564,CU000526,2025-02-05,Low,4.21,Escalated,Product Bug
T000565,CU008228,2023-06-07,Medium,7.29,Escalated,Integration
T000566,CU001314,2023-06-15,Medium,1.03,Open,Billing
T000567,CU009939,2025-06-09,Low,10.99,Resolved,Billing
T000568,CU004000,2023-12-24,Low,3.14,Escalated,Billing
T000569,CU003960,2026-05-14,Medium,5.63,Resolved,How-to
T000570,CU000085,2024-08-07,Medium,9.88,Resolved,Billing
T000571,CU009731,2026-02-22,High,4.71,Escalated,How-to
T000572,CU002451,2026-04-13,High,16.14,Resolved,Product Bug
T000573,CU004890,2022-08-05,High,24.46,Resolved,Product Bug
T000574,CU003889,2026-06-12,High,9.5,Resolved,Billing
T000575,CU010628,2023-10-23,Medium,8.31,Resolved,Performance
T000576,CU003407,2026-03-01,Medium,1.91,Resolved,How-to
T000577,CU002696,2026-01-09,Medium,2.99,Resolved,How-to
T000578,CU003225,2023-08-15,Low,6.56,Resolved,Product Bug
T000579,CU010637,2025-07-29,High,4.35,Resolved,How-to
T000580,CU007096,2023-10-05,Medium,7.49,Resolved,Performance
T000581,CU004595,2025-09-03,Medium,1.21,Escalated,Billing
T000582,CU006092,2023-05-15,Medium,16.71,Resolved,Performance
T000583,CU011071,2023-02-28,Medium,5.14,Escalated,How-to
T000584,CU003066,2025-09-02,Medium,1.3,Resolved,Integration
T000585,CU005285,2026-03-21,High,19.72,Resolved,Integration
T000586,CU003839,2025-10-28,Medium,1.49,Escalated,Billing
T000587,CU005835,2025-11-16,Medium,12.27,Resolved,Product Bug
T000588,CU008341,2025-08-04,Low,1.58,Resolved,Account
T000589,CU009130,2026-02-01,Low,4.83,Resolved,Account
T000590,CU011167,2026-08-09,Medium,3.79,Resolved,Integration
T000591,CU007106,2025-03-21,Medium,3.65,Resolved,Product Bug
T000592,CU006317,2025-09-11,Low,1.25,Escalated,Performance
T000593,CU010841,2024-10-11,Medium,5.15,Resolved,Product Bug
T000594,CU000512,2025-08-29,Critical,12.63,Escalated,Performance
T000595,CU005644,2025-11-01,Low,2.22,Resolved,Billing
T000596,CU011502,2025-12-26,Medium,5.69,Resolved,How-to
T000597,CU011199,2025-11-04,Medium,5.24,Resolved,Billing
T000598,CU006496,2026-06-12,Low,4.61,Resolved,Product Bug
T000599,CU011220,2025-08-24,Medium,3.57,Resolved,Billing
T000600,CU006018,2026-08-16,Low,3.63,Resolved,Integration
T000601,CU004704,2023-11-20,Low,6.65,Resolved,Performance
T000602,CU002005,2025-07-06,Low,11.15,Resolved,Account
T000603,CU000196,2025-06-18,Medium,1.88,Open,Performance
T000604,CU007028,2026-04-02,High,5.97,Resolved,Account
T000605,CU005225,2026-07-30,Low,6.8,Open,Performance
T000606,CU000145,2024-03-07,Medium,2.81,Resolved,How-to
T000607,CU003933,2026-04-20,Medium,3.44,Resolved,Product Bug
T000608,CU010181,2025-03-25,High,6.09,Resolved,How-to
T000609,CU009618,2026-05-16,Medium,2.57,Resolved,Billing
T000610,CU009417,2026-02-25,Low,10.67,Resolved,Integration
T000611,CU001394,2024-08-04,Low,3.97,Escalated,Account
T000612,CU009275,2025-07-28,Low,5.46,Open,Billing
T000613,CU000802,2024-07-24,Medium,1.91,Resolved,Integration
T000614,CU003151,2025-02-07,High,5.42,Escalated,Billing
T000615,CU006915,2024-12-05,Medium,0.99,Open,Account
T000616,CU011936,2026-04-14,Medium,3.2,Open,How-to
T000617,CU000414,2022-03-05,Medium,2.14,Escalated,Billing
T000618,CU011870,2026-07-02,Low,4.42,Resolved,How-to
T000619,CU011550,2025-06-19,Medium,0.98,Resolved,Account
T000620,CU000238,2025-01-05,Medium,2.75,Resolved,Account
T000621,CU003635,2024-06-22,Medium,3.08,Resolved,Performance
T000622,CU011676,2025-04-13,Low,4.2,Resolved,Billing
T000623,CU001637,2022-04-06,Medium,9.44,Resolved,How-to
T000624,CU002015,2025-03-10,High,8.71,Resolved,Integration
T000625,CU005183,2026-05-25,Low,4.44,Resolved,Account
T000626,CU011652,2026-07-02,Low,2.85,Resolved,Integration
T000627,CU009290,2023-10-14,Medium,4.9,Resolved,Integration
T000628,CU003856,2024-05-12,High,14.17,Resolved,Billing
T000629,CU009439,2026-02-26,Low,5.29,Resolved,Billing
T000630,CU011249,2026-06-13,High,5.64,Resolved,Integration
T000631,CU004008,2026-07-21,Low,2.51,Open,Integration
T000632,CU009791,2024-10-15,High,13.73,Escalated,Account
T000633,CU006562,2026-01-30,Low,3.05,Resolved,How-to
T000634,CU011750,2022-03-23,Medium,4.76,Open,How-to
T000635,CU000523,2025-05-31,High,3.23,Resolved,Integration
T000636,CU001826,2024-06-21,Low,12.56,Open,Integration
T000637,CU011584,2024-03-07,Low,2.77,Escalated,Performance
T000638,CU000337,2025-12-01,Medium,1.41,Open,Performance
T000639,CU008179,2022-03-06,Low,4.31,Escalated,Performance
T000640,CU011138,2026-07-22,Low,12.95,Open,Billing
T000641,CU006590,2024-06-22,Low,4.97,Resolved,Performance
T000642,CU004380,2026-03-19,Low,16.72,Resolved,Account
T000643,CU005993,2022-08-07,Medium,4.99,Resolved,Integration
T000644,CU002687,2023-07-26,Low,2.2,Escalated,Product Bug
T000645,CU004932,2025-03-26,Medium,13.58,Escalated,How-to
T000646,CU008241,2022-09-15,Low,15.05,Open,How-to
T000647,CU003590,2026-07-23,Low,2.03,Resolved,How-to
T000648,CU009044,2025-04-14,Medium,2.99,Resolved,Account
T000649,CU005465,2025-03-29,Critical,14.12,Open,Integration
T000650,CU002881,2025-09-03,Critical,4.74,Open,Account
T000651,CU006463,2024-09-11,Critical,4.68,Escalated,Product Bug
T000652,CU008266,2024-12-17,Low,1.42,Open,Billing
T000653,CU000190,2026-05-11,Medium,2.94,Resolved,How-to
T000654,CU002835,2026-08-09,Low,5.73,Resolved,Product Bug
T000655,CU000674,2024-10-07,Low,7.37,Resolved,Billing
T000656,CU008815,2026-08-06,Low,13.38,Resolved,Performance
T000657,CU000209,2023-10-01,Medium,3.1,Escalated,How-to
T000658,CU009245,2026-04-25,Critical,8.65,Resolved,Performance
T000659,CU009072,2025-11-15,Medium,3.67,Resolved,Performance
T000660,CU010834,2025-09-12,Medium,13.46,Resolved,Integration
T000661,CU001722,2024-11-12,Low,7.37,Escalated,Product Bug
T000662,CU004331,2024-08-04,Medium,1.51,Open,Integration
T000663,CU007942,2024-08-01,Low,1.25,Escalated,Integration
T000664,CU000398,2024-08-18,Medium,1.06,Open,Product Bug
T000665,CU002454,2025-07-11,Low,17.77,Resolved,Performance
T000666,CU007652,2026-02-23,High,14.79,Resolved,Performance
T000667,CU001409,2023-07-30,Medium,10.0,Resolved,How-to
T000668,CU002444,2025-07-14,Low,6.3,Escalated,How-to
T000669,CU004856,2023-10-11,Low,9.94,Resolved,Billing
T000670,CU004755,2026-06-04,Medium,4.21,Escalated,Integration
T000671,CU006810,2024-02-22,Critical,14.71,Resolved,How-to
T000672,CU009501,2025-02-20,Medium,1.87,Escalated,Billing
T000673,CU011585,2025-12-10,High,8.21,Open,Performance
T000674,CU007394,2026-08-07,Medium,8.59,Resolved,Account
T000675,CU002582,2026-06-03,Medium,1.84,Resolved,How-to
T000676,CU010198,2023-01-19,Low,5.77,Resolved,Billing
T000677,CU000358,2026-02-20,Medium,6.32,Resolved,Product Bug
T000678,CU009044,2025-05-13,Low,3.0,Resolved,Billing
T000679,CU000837,2025-12-20,Low,2.55,Resolved,Account
T000680,CU010821,2026-03-04,High,7.55,Escalated,Account
T000681,CU002954,2026-06-12,Low,4.03,Escalated,Account
T000682,CU002303,2025-05-15,High,20.09,Resolved,Integration
T000683,CU010629,2026-01-29,High,22.09,Open,Account
T000684,CU009062,2026-06-11,Low,5.8,Resolved,Product Bug
T000685,CU001897,2026-05-18,Medium,5.71,Resolved,Integration
T000686,CU001265,2026-07-17,Medium,8.36,Resolved,Integration
T000687,CU006372,2025-08-05,Medium,6.25,Resolved,Billing
T000688,CU006521,2025-07-17,Critical,8.89,Escalated,Integration
T000689,CU009478,2025-07-28,Low,3.28,Resolved,Integration
T000690,CU007784,2024-04-23,Medium,9.78,Open,How-to
T000691,CU010386,2026-08-07,Critical,9.91,Escalated,Integration
T000692,CU002328,2025-05-23,High,13.21,Resolved,Account
T000693,CU010761,2026-07-28,Low,5.61,Open,Account
T000694,CU008575,2026-08-28,Medium,7.76,Open,Billing
T000695,CU002477,2024-08-12,Low,12.9,Resolved,Account
T000696,CU004867,2024-03-10,Low,6.27,Resolved,Account
T000697,CU007080,2023-06-09,Medium,6.65,Escalated,Product Bug
T000698,CU010290,2026-04-08,Medium,7.44,Resolved,Performance
T000699,CU010704,2024-10-13,Medium,14.73,Open,How-to
T000700,CU011184,2025-07-17,Medium,9.22,Open,How-to
T000701,CU007972,2025-03-31,Medium,3.82,Resolved,Account
T000702,CU001347,2024-12-22,High,9.87,Escalated,Billing
T000703,CU006564,2025-02-17,Medium,18.71,Escalated,Account
T000704,CU010147,2026-05-19,Medium,2.07,Resolved,Account
T000705,CU003921,2024-08-16,High,1.59,Open,Product Bug
T000706,CU003989,2025-04-06,Medium,7.3,Open,Integration
T000707,CU004965,2023-12-07,Medium,1.68,Open,Integration
T000708,CU007566,2025-10-03,Medium,2.9,Resolved,Integration
T000709,CU006542,2026-01-24,Low,2.42,Resolved,Integration
T000710,CU007947,2026-03-15,Medium,2.2,Resolved,Billing
T000711,CU004685,2026-07-27,Low,8.58,Open,Account
T000712,CU005237,2025-05-19,Low,1.22,Resolved,Performance
T000713,CU009817,2026-02-07,Medium,7.04,Open,Product Bug
T000714,CU006943,2025-08-11,Medium,4.91,Resolved,How-to
T000715,CU003662,2025-05-16,High,11.09,Resolved,Integration
T000716,CU003193,2024-12-16,High,2.13,Resolved,Product Bug
T000717,CU009304,2025-05-10,Medium,2.66,Escalated,Product Bug
T000718,CU011670,2026-04-16,Low,3.88,Open,How-to
T000719,CU009009,2025-12-04,Low,2.74,Resolved,Integration
T000720,CU000544,2023-12-20,High,13.36,Resolved,Account
T000721,CU010243,2026-06-06,Low,1.41,Escalated,Performance
T000722,CU001897,2026-06-28,High,10.94,Open,Integration
T000723,CU011718,2024-09-16,Medium,2.23,Open,Integration
T000724,CU004299,2025-06-25,High,8.37,Open,Product Bug
T000725,CU004541,2023-05-11,Medium,1.41,Resolved,How-to
T000726,CU005988,2026-07-23,Low,3.32,Resolved,Billing
T000727,CU002384,2024-03-20,High,10.79,Resolved,How-to
T000728,CU008110,2023-12-09,Low,5.64,Escalated,Account
T000729,CU009568,2026-08-19,Medium,8.26,Resolved,Account
T000730,CU011271,2025-08-16,Medium,2.48,Open,How-to
T000731,CU003061,2026-07-11,Low,1.08,Resolved,Performance
T000732,CU001843,2025-07-02,Medium,4.56,Escalated,How-to
T000733,CU003265,2026-03-04,Medium,10.18,Resolved,Product Bug
T000734,CU000550,2026-04-17,Medium,1.3,Open,Account
T000735,CU010992,2025-09-08,Low,4.1,Resolved,Product Bug
T000736,CU001634,2024-02-29,Medium,5.01,Resolved,Performance
T000737,CU009363,2025-07-25,Low,1.29,Escalated,How-to
T000738,CU001301,2026-04-17,High,13.33,Open,Account
T000739,CU005912,2025-06-15,Low,3.05,Escalated,Account
T000740,CU010267,2025-07-06,High,11.72,Open,Account
T000741,CU001666,2023-01-30,Medium,1.58,Escalated,Product Bug
T000742,CU008102,2025-07-17,Medium,2.76,Open,Account
T000743,CU001943,2025-05-06,Medium,4.27,Resolved,Integration
T000744,CU007278,2025-09-04,Low,0.9,Resolved,Integration
T000745,CU001602,2025-04-05,High,8.57,Resolved,Integration
T000746,CU000255,2026-02-22,Medium,4.76,Escalated,Performance
T000747,CU011726,2023-02-02,Low,5.66,Resolved,Product Bug
T000748,CU000925,2024-11-03,High,4.2,Escalated,Account
T000749,CU008905,2025-06-06,Medium,4.82,Resolved,Billing
T000750,CU006500,2024-11-21,Medium,4.97,Resolved,How-to
T000751,CU008263,2024-03-26,High,6.45,Resolved,Account
T000752,CU006876,2024-12-05,Medium,3.8,Resolved,Product Bug
T000753,CU007756,2026-07-19,Low,10.58,Resolved,How-to
T000754,CU002505,2026-06-06,Medium,4.94,Escalated,How-to
T000755,CU006836,2026-08-24,Medium,6.92,Resolved,How-to
T000756,CU010821,2025-10-25,Medium,3.82,Resolved,Integration
T000757,CU007254,2023-08-11,Low,9.84,Resolved,Product Bug
T000758,CU011301,2025-10-08,Low,3.6,Open,Billing
T000759,CU008801,2025-06-27,Medium,6.61,Escalated,Billing
T000760,CU007108,2026-04-06,Low,6.79,Resolved,Account
T000761,CU009028,2024-08-27,Low,0.83,Escalated,Product Bug
T000762,CU006809,2025-03-02,Medium,6.36,Resolved,Product Bug
T000763,CU003980,2026-08-04,Low,2.04,Resolved,How-to
T000764,CU000173,2023-08-18,Low,9.59,Resolved,Integration
T000765,CU001617,2023-04-30,Medium,2.11,Open,Performance
T000766,CU011992,2026-02-22,Low,2.43,Resolved,Integration
T000767,CU010464,2026-07-08,Medium,2.68,Escalated,Account
T000768,CU000312,2024-02-20,Critical,7.69,Resolved,Account
T000769,CU001897,2024-09-20,Low,6.56,Resolved,Product Bug
T000770,CU009669,2025-08-15,Medium,6.99,Resolved,How-to
T000771,CU006633,2025-04-30,Critical,5.23,Escalated,Performance
T000772,CU007559,2024-10-16,Low,3.05,Resolved,Billing
T000773,CU006733,2024-09-13,Medium,2.7,Resolved,How-to
T000774,CU010239,2026-06-05,Low,18.61,Resolved,Performance
T000775,CU010932,2025-09-15,High,21.41,Escalated,Integration
T000776,CU001445,2024-11-25,Critical,3.56,Escalated,How-to
