ShipmentID,SalesOrderID,WarehouseID,Carrier,ShipDate,DeliveryDate,FreightCost,DeliveryStatus
SH0000336,SO0000336,W05,DHL,2024-04-22,2024-04-29,750.02,Late
SH0000337,SO0000337,W06,FedEx,2023-12-07,2023-12-14,544.56,On Time
SH0000338,SO0000338,W06,UPS,2026-08-24,2026-08-30,546.85,On Time
SH0000339,SO0000339,W01,UPS,2024-03-15,2024-03-16,731.4,On Time
SH0000340,SO0000340,W04,UPS,2025-11-02,2025-11-11,147.4,Late
SH0000341,SO0000341,W06,FedEx,2023-06-24,2023-07-04,945.2,Late
SH0000342,SO0000342,W02,FedEx,2024-05-26,2024-05-31,223.81,On Time
SH0000343,SO0000343,W02,FedEx,2025-02-21,2025-02-28,271.09,On Time
SH0000344,SO0000344,W03,FedEx,2024-09-20,2024-09-28,114.99,On Time
SH0000345,SO0000345,W01,DHL,2023-06-02,2023-06-10,217.02,On Time
SH0000346,SO0000346,W02,UPS,2024-04-25,2024-04-26,192.67,On Time
SH0000347,SO0000347,W01,Local Carrier,2023-11-29,2023-12-02,35.83,On Time
SH0000348,SO0000348,W05,Local Carrier,2025-05-28,2025-06-04,422.95,Late
SH0000349,SO0000349,W02,FedEx,2026-06-04,2026-06-12,271.59,On Time
SH0000350,SO0000350,W02,UPS,2023-02-12,2023-02-13,744.82,On Time
SH0000351,SO0000351,W04,DHL,2023-12-18,2023-12-21,402.68,On Time
SH0000352,SO0000352,W05,Local Carrier,2024-04-13,2024-04-22,213.26,Late
SH0000353,SO0000353,W03,UPS,2024-03-27,2024-03-31,408.23,On Time
SH0000354,SO0000354,W04,FedEx,2024-07-24,2024-08-04,161.44,Late
SH0000355,SO0000355,W06,DHL,2023-10-23,2023-11-01,184.46,Late
SH0000356,SO0000356,W04,FedEx,2026-03-08,2026-03-23,251.0,Late
SH0000357,SO0000357,W03,Local Carrier,2023-09-06,2023-09-13,279.0,Late
SH0000358,SO0000358,W06,FedEx,2024-10-04,2024-10-14,116.31,Late
SH0000359,SO0000359,W02,DHL,2025-08-08,2025-08-20,623.93,Late
SH0000360,SO0000360,W05,UPS,2025-10-11,2025-10-16,280.93,Late
SH0000361,SO0000361,W05,Local Carrier,2024-01-13,2024-01-21,414.14,Late
SH0000362,SO0000362,W05,FedEx,2024-05-19,2024-05-20,382.45,On Time
SH0000363,SO0000363,W02,FedEx,2025-03-25,2025-03-29,237.29,On Time
SH0000364,SO0000364,W01,Local Carrier,2024-11-18,2024-11-22,376.6,On Time
SH0000365,SO0000365,W02,FedEx,2023-05-20,2023-05-28,340.32,Late
SH0000366,SO0000366,W01,Local Carrier,2023-11-23,2023-11-26,1216.97,On Time
SH0000367,SO0000367,W04,DHL,2024-10-22,2024-10-26,616.2,On Time
SH0000368,SO0000368,W01,FedEx,2025-04-18,2025-04-26,213.81,Late
SH0000369,SO0000369,W02,Local Carrier,2025-02-21,2025-02-26,196.96,Late
SH0000370,SO0000370,W06,UPS,2026-06-16,2026-06-24,151.85,Late
SH0000371,SO0000371,W03,UPS,2024-07-14,2024-07-17,197.44,On Time
SH0000372,SO0000372,W02,DHL,2024-01-06,2024-01-14,778.31,On Time
SH0000373,SO0000373,W06,Local Carrier,2024-02-27,2024-03-08,210.47,Late
SH0000374,SO0000374,W03,DHL,2024-04-04,2024-04-14,191.24,Late
SH0000375,SO0000375,W05,Local Carrier,2023-11-01,2023-11-04,224.64,Late
SH0000376,SO0000376,W05,Local Carrier,2024-03-22,2024-03-30,369.41,Late
SH0000377,SO0000377,W04,FedEx,2026-05-01,2026-05-02,117.44,On Time
SH0000378,SO0000378,W05,DHL,2024-10-14,2024-10-19,421.7,On Time
SH0000379,SO0000379,W03,Local Carrier,2025-02-09,2025-02-14,472.16,Late
SH0000380,SO0000380,W06,DHL,2025-06-01,2025-06-10,522.95,Late
SH0000381,SO0000381,W06,Local Carrier,2023-09-22,2023-09-28,560.95,On Time
SH0000382,SO0000382,W01,DHL,2024-12-19,2024-12-23,522.92,On Time
SH0000383,SO0000383,W04,Local Carrier,2025-11-01,2025-11-07,140.31,On Time
SH0000384,SO0000384,W01,FedEx,2026-04-13,2026-04-14,184.3,On Time
SH0000385,SO0000385,W03,DHL,2023-09-02,2023-09-06,177.18,Late
SH0000386,SO0000386,W06,Local Carrier,2024-02-22,2024-02-24,627.73,On Time
SH0000387,SO0000387,W01,UPS,2023-03-19,2023-03-31,366.23,Late
SH0000388,SO0000388,W04,Local Carrier,2024-07-10,2024-07-19,126.96,Late
SH0000389,SO0000389,W05,DHL,2023-04-25,2023-05-02,306.67,Late
SH0000390,SO0000390,W04,DHL,2023-02-23,2023-02-26,136.27,Late
SH0000391,SO0000391,W01,Local Carrier,2026-04-06,2026-04-21,638.6,Late
SH0000392,SO0000392,W06,UPS,2023-04-12,2023-04-17,201.49,Late
SH0000393,SO0000393,W06,Local Carrier,2025-07-01,2025-07-12,252.1,Late
SH0000394,SO0000394,W04,FedEx,2023-07-31,2023-08-07,171.71,Late
SH0000395,SO0000395,W05,FedEx,2024-05-04,2024-05-11,487.32,Late
SH0000396,SO0000396,W01,FedEx,2025-10-23,2025-11-03,234.42,Late
SH0000397,SO0000397,W01,Local Carrier,2023-03-31,2023-04-02,121.26,On Time
SH0000398,SO0000398,W04,Local Carrier,2024-02-26,2024-03-03,528.64,Late
SH0000399,SO0000399,W02,FedEx,2026-06-08,2026-06-09,750.27,On Time
SH0000400,SO0000400,W01,DHL,2026-01-15,2026-01-18,138.07,On Time
SH0000401,SO0000401,W04,UPS,2025-09-21,2025-09-25,1056.98,Late
SH0000402,SO0000402,W03,UPS,2025-02-10,2025-02-23,113.77,Late
SH0000403,SO0000403,W04,FedEx,2023-07-30,2023-08-09,290.53,Late
SH0000404,SO0000404,W05,FedEx,2026-08-11,2026-08-21,363.47,Late
SH0000405,SO0000405,W01,DHL,2025-08-10,2025-08-18,140.86,On Time
SH0000406,SO0000406,W03,DHL,2025-09-02,2025-09-11,183.84,Late
SH0000407,SO0000407,W04,Local Carrier,2025-07-07,2025-07-09,644.09,On Time
SH0000408,SO0000408,W05,DHL,2023-09-19,2023-09-26,458.99,Late
SH0000409,SO0000409,W06,FedEx,2023-11-04,2023-11-11,594.64,On Time
SH0000410,SO0000410,W02,DHL,2024-08-30,2024-09-07,697.83,Late
SH0000411,SO0000411,W06,DHL,2025-08-25,2025-08-27,629.65,Late
SH0000412,SO0000412,W06,FedEx,2025-11-26,2025-12-02,197.59,Late
SH0000413,SO0000413,W01,DHL,2024-04-16,2024-04-25,181.7,Late
SH0000414,SO0000414,W01,DHL,2023-02-27,2023-03-03,289.63,On Time
SH0000415,SO0000415,W03,UPS,2026-04-20,2026-04-23,452.44,On Time
SH0000416,SO0000416,W05,FedEx,2023-11-17,2023-11-25,292.02,On Time
SH0000417,SO0000417,W05,Local Carrier,2025-02-19,2025-02-23,115.87,Late
SH0000418,SO0000418,W03,Local Carrier,2024-04-20,2024-04-29,109.43,Late
SH0000419,SO0000419,W06,Local Carrier,2023-03-04,2023-03-12,179.53,On Time
SH0000420,SO0000420,W04,Local Carrier,2023-11-26,2023-12-09,37.46,Late
SH0000421,SO0000421,W04,UPS,2023-11-11,2023-11-18,208.74,On Time
SH0000422,SO0000422,W01,FedEx,2025-11-02,2025-11-07,180.6,Late
SH0000423,SO0000423,W05,UPS,2025-01-21,2025-01-27,237.54,Late
SH0000424,SO0000424,W05,Local Carrier,2024-01-23,2024-01-29,1003.48,Late
SH0000425,SO0000425,W03,DHL,2024-03-09,2024-03-19,168.09,Late
SH0000426,SO0000426,W02,FedEx,2025-12-24,2025-12-31,680.28,Late
SH0000427,SO0000427,W05,DHL,2023-04-05,2023-04-08,373.64,On Time
SH0000428,SO0000428,W06,FedEx,2024-09-18,2024-09-25,538.93,Late
SH0000429,SO0000429,W03,UPS,2025-05-07,2025-05-12,574.53,On Time
SH0000430,SO0000430,W05,Local Carrier,2023-06-11,2023-06-19,138.6,Late
SH0000431,SO0000431,W04,UPS,2024-01-27,2024-02-04,85.3,Late
SH0000432,SO0000432,W04,UPS,2026-07-31,2026-08-05,384.83,On Time
SH0000433,SO0000433,W04,Local Carrier,2025-07-13,2025-07-17,128.19,Late
SH0000434,SO0000434,W06,Local Carrier,2025-09-13,2025-09-20,552.63,On Time
SH0000435,SO0000435,W02,UPS,2025-09-07,2025-09-11,117.07,On Time
SH0000436,SO0000436,W03,FedEx,2023-05-27,2023-06-03,115.42,On Time
SH0000437,SO0000437,W03,FedEx,2026-01-30,2026-02-09,135.5,Late
SH0000438,SO0000438,W06,UPS,2026-02-26,2026-03-04,108.98,Late
SH0000439,SO0000439,W04,FedEx,2025-12-30,2026-01-01,311.78,On Time
SH0000440,SO0000440,W06,DHL,2026-02-05,2026-02-06,111.34,On Time
SH0000441,SO0000441,W01,FedEx,2024-05-19,2024-05-25,75.95,On Time
SH0000442,SO0000442,W05,DHL,2023-10-25,2023-11-02,180.67,Late
SH0000443,SO0000443,W02,UPS,2026-04-10,2026-04-15,417.68,Late
SH0000444,SO0000444,W06,Local Carrier,2025-01-22,2025-01-29,218.09,Late
SH0000445,SO0000445,W03,UPS,2023-11-26,2023-12-08,58.15,Late
SH0000446,SO0000446,W04,DHL,2024-10-16,2024-10-22,43.0,Late
SH0000447,SO0000447,W03,DHL,2026-08-02,2026-08-10,412.53,On Time
SH0000448,SO0000448,W05,Local Carrier,2025-12-06,2025-12-16,195.18,Late
SH0000449,SO0000449,W03,DHL,2024-07-30,2024-08-05,232.81,Late
SH0000450,SO0000450,W05,Local Carrier,2023-03-11,2023-03-19,720.95,On Time
SH0000451,SO0000451,W03,UPS,2024-04-07,2024-04-11,171.54,On Time
SH0000452,SO0000452,W04,UPS,2024-03-11,2024-03-18,88.94,On Time
SH0000453,SO0000453,W02,Local Carrier,2023-12-11,2023-12-21,343.47,Late
SH0000454,SO0000454,W05,DHL,2024-01-21,2024-02-01,644.5,Late
SH0000455,SO0000455,W05,FedEx,2023-06-08,2023-06-11,138.07,Late
SH0000456,SO0000456,W03,UPS,2024-04-06,2024-04-07,103.28,On Time
SH0000457,SO0000457,W02,FedEx,2026-03-22,2026-03-30,151.86,Late
SH0000458,SO0000458,W06,UPS,2025-05-20,2025-05-28,676.61,On Time
SH0000459,SO0000459,W06,DHL,2025-09-21,2025-09-24,94.67,Late
SH0000460,SO0000460,W06,Local Carrier,2023-09-21,2023-09-24,70.28,Late
SH0000461,SO0000461,W01,DHL,2023-11-02,2023-11-03,270.36,On Time
SH0000462,SO0000462,W03,UPS,2025-10-21,2025-10-28,213.5,On Time
SH0000463,SO0000463,W02,FedEx,2025-12-09,2025-12-19,425.98,Late
SH0000464,SO0000464,W02,FedEx,2025-04-05,2025-04-14,605.64,Late
SH0000465,SO0000465,W06,UPS,2025-10-31,2025-11-11,160.56,Late
SH0000466,SO0000466,W03,DHL,2025-03-12,2025-03-27,263.58,Late
SH0000467,SO0000467,W06,UPS,2024-04-10,2024-04-22,327.05,Late
SH0000468,SO0000468,W05,FedEx,2025-10-31,2025-11-06,664.84,On Time
SH0000469,SO0000469,W01,UPS,2025-03-27,2025-03-29,451.86,Late
SH0000470,SO0000470,W03,DHL,2026-02-02,2026-02-13,63.37,Late
SH0000471,SO0000471,W06,DHL,2025-12-15,2025-12-23,288.31,Late
SH0000472,SO0000472,W06,Local Carrier,2026-03-16,2026-03-23,457.1,On Time
SH0000473,SO0000473,W03,Local Carrier,2024-04-29,2024-05-02,313.91,On Time
SH0000474,SO0000474,W01,FedEx,2024-12-25,2025-01-07,308.01,Late
SH0000475,SO0000475,W02,UPS,2025-06-16,2025-06-17,414.97,On Time
SH0000476,SO0000476,W03,Local Carrier,2025-10-28,2025-10-29,289.67,On Time
SH0000477,SO0000477,W04,Local Carrier,2023-01-29,2023-02-06,548.05,Late
SH0000478,SO0000478,W06,DHL,2024-11-30,2024-12-05,418.31,Late
SH0000479,SO0000479,W01,Local Carrier,2025-06-23,2025-07-06,783.31,Late
SH0000480,SO0000480,W04,DHL,2024-02-11,2024-02-15,140.27,On Time
SH0000481,SO0000481,W05,Local Carrier,2024-02-17,2024-02-21,627.7,Late
SH0000482,SO0000482,W03,Local Carrier,2024-12-30,2025-01-02,371.93,Late
SH0000483,SO0000483,W05,FedEx,2023-03-23,2023-04-01,167.59,Late
SH0000484,SO0000484,W01,Local Carrier,2026-03-14,2026-03-22,64.83,Late
SH0000485,SO0000485,W03,UPS,2024-10-26,2024-10-30,227.68,Late
SH0000486,SO0000486,W03,FedEx,2024-05-19,2024-05-22,994.36,On Time
SH0000487,SO0000487,W03,UPS,2024-02-11,2024-02-12,626.46,On Time
SH0000488,SO0000488,W06,DHL,2023-07-26,2023-08-01,489.4,Late
SH0000489,SO0000489,W06,DHL,2024-10-11,2024-10-17,409.09,Late
SH0000490,SO0000490,W04,UPS,2024-10-08,2024-10-21,270.41,Late
SH0000491,SO0000491,W05,UPS,2024-04-26,2024-05-01,326.72,Late
SH0000492,SO0000492,W03,UPS,2023-05-09,2023-05-17,468.55,Late
SH0000493,SO0000493,W02,FedEx,2024-05-06,2024-05-13,576.57,Late
SH0000494,SO0000494,W02,Local Carrier,2023-09-13,2023-09-20,51.97,Late
SH0000495,SO0000495,W04,UPS,2024-12-04,2024-12-08,57.78,Late
SH0000496,SO0000496,W01,FedEx,2025-03-06,2025-03-12,239.52,Late
SH0000497,SO0000497,W03,UPS,2024-02-01,2024-02-02,212.75,On Time
SH0000498,SO0000498,W06,DHL,2026-08-08,2026-08-15,445.66,Late
SH0000499,SO0000499,W05,FedEx,2024-06-01,2024-06-12,266.79,Late
SH0000500,SO0000500,W04,DHL,2024-03-16,2024-03-25,629.22,Late
SH0000501,SO0000501,W01,DHL,2023-11-19,2023-11-25,88.09,On Time
SH0000502,SO0000502,W03,UPS,2026-08-05,2026-08-15,283.0,Late
SH0000503,SO0000503,W03,Local Carrier,2025-11-19,2025-11-27,157.19,Late
SH0000504,SO0000504,W01,Local Carrier,2024-04-22,2024-04-30,406.74,Late
SH0000505,SO0000505,W04,UPS,2026-01-10,2026-01-14,435.71,Late
SH0000506,SO0000506,W06,FedEx,2023-06-03,2023-06-08,496.94,Late
SH0000507,SO0000507,W04,FedEx,2024-12-01,2024-12-09,464.82,On Time
SH0000508,SO0000508,W06,FedEx,2024-04-21,2024-04-26,489.25,On Time
SH0000509,SO0000509,W03,FedEx,2026-03-11,2026-03-18,295.86,Late
SH0000510,SO0000510,W01,Local Carrier,2025-02-05,2025-02-13,816.93,On Time
SH0000511,SO0000511,W01,UPS,2023-07-01,2023-07-02,520.71,On Time
SH0000512,SO0000512,W06,UPS,2025-01-04,2025-01-08,580.11,Late
SH0000513,SO0000513,W05,Local Carrier,2023-10-09,2023-10-23,259.91,Late
SH0000514,SO0000514,W02,DHL,2026-05-21,2026-06-05,358.83,Late
SH0000515,SO0000515,W03,FedEx,2024-08-22,2024-08-30,166.66,On Time
SH0000516,SO0000516,W05,FedEx,2024-07-19,2024-07-29,329.52,Late
SH0000517,SO0000517,W03,FedEx,2025-12-02,2025-12-17,577.58,Late
SH0000518,SO0000518,W03,Local Carrier,2024-02-14,2024-02-17,224.33,On Time
SH0000519,SO0000519,W03,Local Carrier,2025-10-27,2025-11-07,224.74,Late
SH0000520,SO0000520,W05,Local Carrier,2026-06-04,2026-06-12,608.09,On Time
SH0000521,SO0000521,W05,DHL,2025-04-23,2025-04-25,57.84,On Time
SH0000522,SO0000522,W03,UPS,2025-03-13,2025-03-26,191.49,Late
SH0000523,SO0000523,W04,Local Carrier,2024-12-19,2024-12-26,372.35,Late
SH0000524,SO0000524,W01,FedEx,2024-12-31,2025-01-02,494.99,On Time
SH0000525,SO0000525,W01,DHL,2025-03-09,2025-03-13,103.0,Late
SH0000526,SO0000526,W06,UPS,2024-02-02,2024-02-07,399.37,Late
SH0000527,SO0000527,W03,Local Carrier,2024-01-18,2024-01-25,581.17,Late
SH0000528,SO0000528,W02,FedEx,2025-01-14,2025-01-20,630.74,Late
SH0000529,SO0000529,W03,UPS,2023-08-20,2023-08-27,157.0,Late
SH0000530,SO0000530,W02,FedEx,2026-06-30,2026-07-02,548.08,On Time
SH0000531,SO0000531,W05,UPS,2023-11-27,2023-12-04,314.78,On Time
SH0000532,SO0000532,W04,UPS,2024-03-17,2024-03-19,551.61,On Time
SH0000533,SO0000533,W02,DHL,2025-02-02,2025-02-06,272.04,On Time
SH0000534,SO0000534,W01,FedEx,2026-06-25,2026-06-30,86.18,Late
SH0000535,SO0000535,W05,FedEx,2024-05-12,2024-05-14,493.12,On Time
SH0000536,SO0000536,W03,Local Carrier,2026-06-01,2026-06-06,760.1,On Time
SH0000537,SO0000537,W04,FedEx,2023-02-01,2023-02-08,313.82,On Time
SH0000538,SO0000538,W05,UPS,2023-09-07,2023-09-20,703.09,Late
SH0000539,SO0000539,W01,DHL,2025-02-24,2025-02-26,322.27,On Time
SH0000540,SO0000540,W03,FedEx,2026-06-26,2026-07-01,786.74,On Time
SH0000541,SO0000541,W05,Local Carrier,2023-01-26,2023-01-29,86.68,On Time
SH0000542,SO0000542,W03,Local Carrier,2026-02-06,2026-02-10,420.88,On Time
SH0000543,SO0000543,W03,Local Carrier,2024-05-10,2024-05-14,344.27,On Time
SH0000544,SO0000544,W05,UPS,2023-01-20,2023-02-04,698.85,Late
SH0000545,SO0000545,W03,UPS,2024-02-04,2024-02-05,95.46,On Time
SH0000546,SO0000546,W01,FedEx,2026-08-01,2026-08-05,272.53,On Time
SH0000547,SO0000547,W06,FedEx,2023-06-07,2023-06-11,121.49,On Time
SH0000548,SO0000548,W03,Local Carrier,2026-08-21,2026-08-30,475.57,Late
SH0000549,SO0000549,W03,Local Carrier,2025-06-12,2025-06-20,121.51,Late
SH0000550,SO0000550,W05,Local Carrier,2026-05-26,2026-05-31,559.06,On Time
SH0000551,SO0000551,W01,UPS,2024-06-15,2024-06-16,433.1,On Time
SH0000552,SO0000552,W03,FedEx,2025-03-25,2025-04-01,432.0,On Time
SH0000553,SO0000553,W05,DHL,2026-08-18,2026-08-23,269.85,Late
SH0000554,SO0000554,W02,DHL,2024-11-04,2024-11-12,82.79,On Time
SH0000555,SO0000555,W03,DHL,2023-08-04,2023-08-19,185.23,Late
SH0000556,SO0000556,W06,FedEx,2025-03-19,2025-03-23,139.74,Late
SH0000557,SO0000557,W05,FedEx,2025-09-07,2025-09-13,827.99,On Time
SH0000558,SO0000558,W04,DHL,2024-02-02,2024-02-09,377.5,On Time
SH0000559,SO0000559,W01,FedEx,2026-05-26,2026-06-01,506.38,On Time
SH0000560,SO0000560,W01,DHL,2023-03-11,2023-03-23,255.19,Late
SH0000561,SO0000561,W03,Local Carrier,2023-05-25,2023-06-02,80.93,On Time
SH0000562,SO0000562,W01,FedEx,2023-07-28,2023-08-02,91.01,On Time
SH0000563,SO0000563,W03,UPS,2023-07-07,2023-07-14,172.1,Late
SH0000564,SO0000564,W02,UPS,2024-05-19,2024-05-27,70.29,On Time
SH0000565,SO0000565,W06,Local Carrier,2024-04-25,2024-05-10,299.85,Late
SH0000566,SO0000566,W04,FedEx,2024-07-14,2024-07-21,122.64,Late
SH0000567,SO0000567,W04,DHL,2026-08-19,2026-08-26,75.75,Late
SH0000568,SO0000568,W06,DHL,2025-10-21,2025-10-29,328.42,Late
SH0000569,SO0000569,W02,DHL,2024-05-30,2024-06-04,205.44,On Time
SH0000570,SO0000570,W05,UPS,2024-12-06,2024-12-10,185.57,On Time
SH0000571,SO0000571,W03,DHL,2023-10-12,2023-10-16,100.96,On Time
SH0000572,SO0000572,W06,FedEx,2024-08-23,2024-08-27,50.17,Late
SH0000573,SO0000573,W02,UPS,2024-10-18,2024-10-26,690.25,Late
SH0000574,SO0000574,W03,DHL,2023-03-26,2023-03-27,489.72,On Time
SH0000575,SO0000575,W01,FedEx,2025-05-08,2025-05-13,260.21,On Time
SH0000576,SO0000576,W06,Local Carrier,2024-01-09,2024-01-12,354.16,Late
SH0000577,SO0000577,W04,DHL,2024-06-15,2024-06-21,134.96,Late
SH0000578,SO0000578,W01,FedEx,2024-12-17,2024-12-30,137.22,Late
SH0000579,SO0000579,W02,Local Carrier,2023-01-23,2023-01-30,36.7,Late
SH0000580,SO0000580,W01,DHL,2025-01-29,2025-02-05,55.7,On Time
SH0000581,SO0000581,W03,Local Carrier,2023-03-05,2023-03-07,877.57,On Time
SH0000582,SO0000582,W01,UPS,2026-06-13,2026-06-21,105.89,Late
SH0000583,SO0000583,W04,UPS,2024-08-15,2024-08-28,153.78,Late
SH0000584,SO0000584,W06,UPS,2026-08-21,2026-08-24,152.0,Late
SH0000585,SO0000585,W06,Local Carrier,2026-05-10,2026-05-16,384.76,On Time
SH0000586,SO0000586,W02,UPS,2025-01-08,2025-01-22,118.19,Late
SH0000587,SO0000587,W04,DHL,2026-07-22,2026-07-30,428.31,Late
SH0000588,SO0000588,W03,Local Carrier,2023-03-19,2023-03-26,341.27,On Time
SH0000589,SO0000589,W05,Local Carrier,2025-06-24,2025-07-05,85.54,Late
SH0000590,SO0000590,W03,FedEx,2026-04-13,2026-04-19,79.45,Late
SH0000591,SO0000591,W06,Local Carrier,2025-03-27,2025-04-01,330.93,Late
SH0000592,SO0000592,W04,UPS,2023-10-08,2023-10-13,117.03,Late
SH0000593,SO0000593,W05,DHL,2023-01-24,2023-01-30,383.11,Late
SH0000594,SO0000594,W04,UPS,2025-11-03,2025-11-07,97.91,Late
SH0000595,SO0000595,W02,DHL,2023-06-10,2023-06-18,414.29,On Time
SH0000596,SO0000596,W02,DHL,2026-03-21,2026-03-22,111.02,On Time
SH0000597,SO0000597,W05,UPS,2026-05-04,2026-05-08,132.74,Late
SH0000598,SO0000598,W06,DHL,2023-07-26,2023-08-02,121.85,Late
SH0000599,SO0000599,W04,UPS,2026-04-21,2026-04-22,120.4,On Time
SH0000600,SO0000600,W01,UPS,2026-01-28,2026-02-07,182.07,Late
SH0000601,SO0000601,W06,Local Carrier,2026-03-30,2026-04-07,928.59,Late
SH0000602,SO0000602,W02,DHL,2023-07-29,2023-08-04,317.37,Late
SH0000603,SO0000603,W06,DHL,2023-06-19,2023-06-21,208.77,On Time
SH0000604,SO0000604,W02,UPS,2023-05-17,2023-05-21,522.62,Late
SH0000605,SO0000605,W06,UPS,2023-03-13,2023-03-22,328.82,Late
SH0000606,SO0000606,W02,DHL,2026-06-19,2026-06-22,145.67,On Time
SH0000607,SO0000607,W05,DHL,2023-06-13,2023-06-18,359.07,On Time
SH0000608,SO0000608,W03,UPS,2023-11-25,2023-11-29,449.11,Late
SH0000609,SO0000609,W01,DHL,2025-12-31,2026-01-06,429.13,Late
SH0000610,SO0000610,W06,UPS,2026-08-15,2026-08-21,248.81,Late
SH0000611,SO0000611,W05,FedEx,2023-03-22,2023-03-29,712.57,Late
SH0000612,SO0000612,W04,Local Carrier,2023-12-12,2023-12-23,147.73,Late
SH0000613,SO0000613,W04,UPS,2023-03-28,2023-04-07,265.78,Late
SH0000614,SO0000614,W01,FedEx,2024-04-09,2024-04-15,500.49,On Time
SH0000615,SO0000615,W01,UPS,2025-05-14,2025-05-21,164.13,Late
SH0000616,SO0000616,W06,DHL,2023-04-13,2023-04-19,598.74,Late
SH0000617,SO0000617,W01,DHL,2023-07-03,2023-07-10,276.58,Late
SH0000618,SO0000618,W04,FedEx,2026-02-02,2026-02-06,287.48,On Time
SH0000619,SO0000619,W02,UPS,2025-04-11,2025-04-20,252.78,Late
SH0000620,SO0000620,W06,DHL,2025-08-27,2025-09-04,151.66,On Time
SH0000621,SO0000621,W02,UPS,2025-08-25,2025-08-26,456.39,On Time
SH0000622,SO0000622,W05,FedEx,2025-11-22,2025-11-24,632.4,On Time
SH0000623,SO0000623,W01,Local Carrier,2026-06-04,2026-06-12,573.87,Late
SH0000624,SO0000624,W01,Local Carrier,2023-09-01,2023-09-04,487.86,On Time
SH0000625,SO0000625,W03,Local Carrier,2024-07-31,2024-08-04,269.78,On Time
SH0000626,SO0000626,W06,UPS,2023-12-07,2023-12-14,48.11,On Time
SH0000627,SO0000627,W05,UPS,2023-05-24,2023-05-29,154.35,Late
SH0000628,SO0000628,W06,FedEx,2024-09-26,2024-10-01,139.78,On Time
SH0000629,SO0000629,W02,Local Carrier,2026-05-07,2026-05-12,263.87,On Time
SH0000630,SO0000630,W04,Local Carrier,2025-09-22,2025-10-01,247.01,Late
SH0000631,SO0000631,W06,Local Carrier,2025-08-09,2025-08-18,88.39,Late
SH0000632,SO0000632,W03,Local Carrier,2023-05-21,2023-05-29,383.92,Late
SH0000633,SO0000633,W02,UPS,2026-05-30,2026-06-01,629.26,On Time
SH0000634,SO0000634,W04,Local Carrier,2023-09-12,2023-09-14,309.6,On Time
SH0000635,SO0000635,W05,DHL,2023-07-31,2023-08-03,320.22,On Time
SH0000636,SO0000636,W02,DHL,2023-09-17,2023-09-21,71.26,On Time
SH0000637,SO0000637,W04,DHL,2024-11-21,2024-11-26,50.0,Late
SH0000638,SO0000638,W05,FedEx,2025-07-17,2025-07-23,515.82,On Time
SH0000639,SO0000639,W02,UPS,2024-01-28,2024-02-08,96.9,Late
SH0000640,SO0000640,W05,DHL,2024-05-29,2024-06-06,63.85,On Time
SH0000641,SO0000641,W05,FedEx,2024-08-26,2024-09-04,268.67,Late
SH0000642,SO0000642,W04,DHL,2023-03-31,2023-04-13,466.82,Late
SH0000643,SO0000643,W01,FedEx,2023-09-15,2023-09-20,595.79,On Time
SH0000644,SO0000644,W04,Local Carrier,2025-03-04,2025-03-06,499.88,On Time
SH0000645,SO0000645,W01,DHL,2023-10-29,2023-11-06,744.3,On Time
SH0000646,SO0000646,W01,Local Carrier,2025-02-19,2025-02-27,167.93,Late
SH0000647,SO0000647,W04,Local Carrier,2026-02-23,2026-03-05,215.83,Late
SH0000648,SO0000648,W05,UPS,2024-04-13,2024-04-18,149.17,Late
SH0000649,SO0000649,W04,UPS,2024-08-08,2024-08-22,317.69,Late
SH0000650,SO0000650,W03,FedEx,2025-02-25,2025-03-05,70.22,Late
SH0000651,SO0000651,W05,FedEx,2025-03-05,2025-03-18,210.19,Late
SH0000652,SO0000652,W01,DHL,2023-06-03,2023-06-10,584.06,On Time
SH0000653,SO0000653,W02,DHL,2026-02-26,2026-03-12,396.27,Late
SH0000654,SO0000654,W06,UPS,2026-07-23,2026-07-29,857.83,On Time
SH0000655,SO0000655,W04,Local Carrier,2023-06-04,2023-06-15,622.87,Late
SH0000656,SO0000656,W03,Local Carrier,2024-03-20,2024-03-28,222.2,On Time
SH0000657,SO0000657,W05,UPS,2025-08-15,2025-08-21,400.51,Late
SH0000658,SO0000658,W05,Local Carrier,2024-06-08,2024-06-16,671.17,Late
SH0000659,SO0000659,W06,FedEx,2023-02-10,2023-02-11,761.18,On Time
SH0000660,SO0000660,W05,DHL,2025-05-31,2025-06-01,430.82,On Time
SH0000661,SO0000661,W03,UPS,2026-08-21,2026-08-24,241.67,On Time
SH0000662,SO0000662,W04,DHL,2025-08-06,2025-08-10,291.67,On Time
SH0000663,SO0000663,W02,UPS,2024-03-26,2024-03-29,433.63,On Time
SH0000664,SO0000664,W06,DHL,2024-04-10,2024-04-14,1005.52,On Time
SH0000665,SO0000665,W04,Local Carrier,2026-07-19,2026-07-31,539.56,Late
SH0000666,SO0000666,W02,FedEx,2024-06-10,2024-06-23,446.72,Late
SH0000667,SO0000667,W02,UPS,2023-05-19,2023-05-28,741.47,Late
SH0000668,SO0000668,W04,FedEx,2025-12-10,2025-12-16,227.37,Late
SH0000669,SO0000669,W04,UPS,2024-03-13,2024-03-23,919.55,Late
SH0000670,SO0000670,W02,FedEx,2024-11-02,2024-11-08,1145.06,On Time
SH0000671,SO0000671,W01,UPS,2023-03-09,2023-03-18,611.11,Late
