TouchpointID,LeadID,TouchDate,CampaignID,ChannelID,TouchSequence,TouchType
TP00000411,L000118,2025-08-24,CAM0119,CH03,4,Click
TP00000412,L000119,2024-03-09,CAM0121,CH02,1,Impression
TP00000413,L000119,2024-03-22,CAM0209,CH03,2,Email Open
TP00000414,L000119,2024-04-05,CAM0196,CH02,3,Website Visit
TP00000415,L000119,2024-03-25,CAM0001,CH04,4,Email Open
TP00000416,L000120,2024-03-21,CAM0226,CH03,1,Impression
TP00000417,L000120,2024-04-22,CAM0278,CH06,2,Impression
TP00000418,L000120,2024-05-01,CAM0006,CH04,3,Click
TP00000419,L000120,2024-03-19,CAM0245,CH05,4,Form Submit
TP00000420,L000120,2024-03-30,CAM0105,CH02,5,Click
TP00000421,L000121,2025-08-01,CAM0100,CH04,1,Form Submit
TP00000422,L000121,2025-07-27,CAM0027,CH01,2,Impression
TP00000423,L000122,2024-02-28,CAM0082,CH03,1,Impression
TP00000424,L000122,2024-02-12,CAM0181,CH01,2,Website Visit
TP00000425,L000123,2026-04-23,CAM0022,CH04,1,Email Open
TP00000426,L000124,2025-03-14,CAM0065,CH05,1,Email Open
TP00000427,L000124,2025-02-25,CAM0257,CH07,2,Email Open
TP00000428,L000124,2025-03-27,CAM0173,CH06,3,Email Open
TP00000429,L000125,2026-01-06,CAM0074,CH04,1,Click
TP00000430,L000125,2026-01-20,CAM0142,CH06,2,Website Visit
TP00000431,L000125,2026-01-01,CAM0007,CH02,3,Impression
TP00000432,L000125,2025-12-17,CAM0048,CH06,4,Impression
TP00000433,L000126,2024-08-14,CAM0285,CH06,1,Click
TP00000434,L000126,2024-09-08,CAM0057,CH04,2,Website Visit
TP00000435,L000127,2025-12-31,CAM0245,CH05,1,Impression
TP00000436,L000127,2025-12-02,CAM0102,CH01,2,Click
TP00000437,L000127,2025-12-28,CAM0234,CH07,3,Website Visit
TP00000438,L000127,2025-12-31,CAM0168,CH02,4,Form Submit
TP00000439,L000128,2024-06-30,CAM0242,CH02,1,Impression
TP00000440,L000128,2024-08-03,CAM0232,CH06,2,Form Submit
TP00000441,L000128,2024-07-15,CAM0180,CH02,3,Email Open
TP00000442,L000129,2024-01-03,CAM0228,CH02,1,Impression
TP00000443,L000129,2023-12-25,CAM0053,CH04,2,Website Visit
TP00000444,L000129,2024-02-01,CAM0020,CH02,3,Click
TP00000445,L000129,2023-12-23,CAM0232,CH06,4,Form Submit
TP00000446,L000129,2024-01-16,CAM0210,CH03,5,Email Open
TP00000447,L000130,2024-11-18,CAM0146,CH01,1,Impression
TP00000448,L000130,2024-11-10,CAM0202,CH04,2,Impression
TP00000449,L000130,2024-12-20,CAM0184,CH07,3,Form Submit
TP00000450,L000131,2026-08-19,CAM0213,CH01,1,Form Submit
TP00000451,L000131,2026-08-13,CAM0129,CH01,2,Email Open
TP00000452,L000131,2026-07-22,CAM0022,CH04,3,Form Submit
TP00000453,L000131,2026-08-16,CAM0205,CH02,4,Website Visit
TP00000454,L000131,2026-08-16,CAM0275,CH07,5,Form Submit
TP00000455,L000132,2024-11-18,CAM0178,CH03,1,Website Visit
TP00000456,L000132,2024-12-01,CAM0148,CH04,2,Impression
TP00000457,L000132,2024-11-29,CAM0289,CH03,3,Email Open
TP00000458,L000133,2026-07-15,CAM0012,CH07,1,Click
TP00000459,L000133,2026-06-05,CAM0125,CH01,2,Email Open
TP00000460,L000134,2026-07-07,CAM0176,CH05,1,Form Submit
TP00000461,L000134,2026-08-01,CAM0107,CH01,2,Email Open
TP00000462,L000134,2026-06-24,CAM0006,CH04,3,Click
TP00000463,L000134,2026-07-23,CAM0168,CH02,4,Email Open
TP00000464,L000134,2026-06-26,CAM0058,CH04,5,Impression
TP00000465,L000135,2026-03-29,CAM0159,CH01,1,Click
TP00000466,L000135,2026-03-24,CAM0058,CH04,2,Impression
TP00000467,L000135,2026-03-24,CAM0210,CH03,3,Click
TP00000468,L000136,2025-09-25,CAM0247,CH05,1,Website Visit
TP00000469,L000136,2025-10-15,CAM0081,CH02,2,Impression
TP00000470,L000136,2025-09-25,CAM0087,CH05,3,Click
TP00000471,L000136,2025-09-22,CAM0076,CH04,4,Impression
TP00000472,L000136,2025-11-03,CAM0057,CH04,5,Email Open
TP00000473,L000137,2026-03-20,CAM0170,CH02,1,Form Submit
TP00000474,L000137,2026-02-16,CAM0055,CH01,2,Impression
TP00000475,L000137,2026-02-12,CAM0106,CH07,3,Website Visit
TP00000476,L000137,2026-02-18,CAM0065,CH05,4,Form Submit
TP00000477,L000137,2026-03-01,CAM0001,CH04,5,Website Visit
TP00000478,L000137,2026-02-27,CAM0066,CH04,6,Email Open
TP00000479,L000138,2024-11-23,CAM0001,CH04,1,Click
TP00000480,L000138,2024-11-09,CAM0153,CH06,2,Form Submit
TP00000481,L000138,2024-11-30,CAM0125,CH01,3,Form Submit
TP00000482,L000138,2024-11-09,CAM0244,CH03,4,Click
TP00000483,L000138,2024-11-10,CAM0199,CH04,5,Email Open
TP00000484,L000139,2026-07-14,CAM0093,CH07,1,Form Submit
TP00000485,L000139,2026-06-25,CAM0222,CH02,2,Email Open
TP00000486,L000139,2026-06-15,CAM0053,CH04,3,Click
TP00000487,L000140,2024-11-04,CAM0264,CH03,1,Email Open
TP00000488,L000140,2024-11-26,CAM0227,CH06,2,Email Open
TP00000489,L000140,2024-12-06,CAM0109,CH04,3,Form Submit
TP00000490,L000140,2024-12-07,CAM0064,CH06,4,Form Submit
TP00000491,L000141,2024-08-08,CAM0109,CH04,1,Click
TP00000492,L000141,2024-09-12,CAM0292,CH02,2,Impression
TP00000493,L000141,2024-08-28,CAM0016,CH02,3,Impression
TP00000494,L000142,2026-02-26,CAM0159,CH01,1,Website Visit
TP00000495,L000142,2026-01-16,CAM0037,CH01,2,Click
TP00000496,L000142,2026-02-06,CAM0173,CH06,3,Form Submit
TP00000497,L000142,2026-01-18,CAM0269,CH03,4,Impression
TP00000498,L000142,2026-02-24,CAM0205,CH02,5,Impression
TP00000499,L000143,2025-09-12,CAM0121,CH02,1,Email Open
TP00000500,L000144,2025-06-29,CAM0280,CH01,1,Impression
TP00000501,L000144,2025-06-26,CAM0066,CH04,2,Click
TP00000502,L000144,2025-06-23,CAM0101,CH06,3,Email Open
TP00000503,L000144,2025-06-07,CAM0232,CH06,4,Form Submit
TP00000504,L000144,2025-06-07,CAM0213,CH01,5,Form Submit
TP00000505,L000144,2025-06-15,CAM0123,CH05,6,Form Submit
TP00000506,L000145,2024-12-23,CAM0196,CH02,1,Website Visit
TP00000507,L000146,2024-06-27,CAM0158,CH05,1,Form Submit
TP00000508,L000146,2024-07-07,CAM0111,CH05,2,Email Open
TP00000509,L000146,2024-07-30,CAM0004,CH07,3,Email Open
TP00000510,L000147,2024-05-08,CAM0261,CH04,1,Website Visit
TP00000511,L000147,2024-03-31,CAM0120,CH06,2,Click
TP00000512,L000147,2024-04-15,CAM0232,CH06,3,Impression
TP00000513,L000147,2024-03-30,CAM0014,CH01,4,Email Open
TP00000514,L000147,2024-04-19,CAM0076,CH04,5,Website Visit
TP00000515,L000147,2024-04-13,CAM0089,CH01,6,Website Visit
TP00000516,L000148,2026-06-19,CAM0145,CH07,1,Website Visit
TP00000517,L000148,2026-05-28,CAM0100,CH04,2,Email Open
TP00000518,L000148,2026-06-16,CAM0041,CH04,3,Website Visit
TP00000519,L000148,2026-06-22,CAM0047,CH07,4,Impression
TP00000520,L000148,2026-06-18,CAM0003,CH07,5,Website Visit
TP00000521,L000149,2025-01-23,CAM0109,CH04,1,Website Visit
TP00000522,L000149,2025-02-24,CAM0035,CH06,2,Email Open
TP00000523,L000150,2024-10-08,CAM0243,CH04,1,Website Visit
TP00000524,L000151,2025-07-06,CAM0153,CH06,1,Click
TP00000525,L000151,2025-07-23,CAM0213,CH01,2,Impression
TP00000526,L000152,2025-10-19,CAM0202,CH04,1,Click
TP00000527,L000152,2025-10-15,CAM0107,CH01,2,Email Open
TP00000528,L000152,2025-10-12,CAM0193,CH06,3,Website Visit
TP00000529,L000153,2024-09-08,CAM0265,CH02,1,Email Open
TP00000530,L000153,2024-09-04,CAM0083,CH05,2,Impression
TP00000531,L000153,2024-09-27,CAM0148,CH04,3,Form Submit
TP00000532,L000153,2024-09-09,CAM0292,CH02,4,Form Submit
TP00000533,L000153,2024-10-06,CAM0128,CH05,5,Email Open
TP00000534,L000154,2025-03-31,CAM0073,CH05,1,Click
TP00000535,L000154,2025-04-08,CAM0112,CH06,2,Email Open
TP00000536,L000154,2025-04-09,CAM0075,CH05,3,Click
TP00000537,L000155,2026-08-13,CAM0232,CH06,1,Impression
TP00000538,L000155,2026-07-24,CAM0035,CH06,2,Form Submit
TP00000539,L000155,2026-07-20,CAM0057,CH04,3,Form Submit
TP00000540,L000155,2026-08-13,CAM0139,CH06,4,Website Visit
TP00000541,L000155,2026-07-16,CAM0204,CH06,5,Impression
TP00000542,L000155,2026-07-03,CAM0194,CH07,6,Website Visit
TP00000543,L000156,2026-01-31,CAM0159,CH01,1,Email Open
TP00000544,L000156,2026-01-27,CAM0043,CH07,2,Click
TP00000545,L000156,2026-02-12,CAM0002,CH06,3,Form Submit
TP00000546,L000157,2024-05-04,CAM0029,CH03,1,Click
TP00000547,L000157,2024-04-01,CAM0266,CH04,2,Email Open
TP00000548,L000157,2024-05-07,CAM0104,CH06,3,Website Visit
TP00000549,L000158,2024-06-26,CAM0212,CH06,1,Website Visit
TP00000550,L000158,2024-06-21,CAM0174,CH02,2,Impression
TP00000551,L000158,2024-06-28,CAM0224,CH06,3,Impression
TP00000552,L000159,2025-04-09,CAM0164,CH03,1,Form Submit
TP00000553,L000159,2025-04-18,CAM0128,CH05,2,Form Submit
TP00000554,L000159,2025-03-29,CAM0259,CH06,3,Email Open
TP00000555,L000159,2025-04-11,CAM0221,CH01,4,Form Submit
TP00000556,L000159,2025-04-15,CAM0148,CH04,5,Email Open
TP00000557,L000160,2024-07-06,CAM0177,CH07,1,Impression
TP00000558,L000160,2024-07-30,CAM0210,CH03,2,Form Submit
TP00000559,L000160,2024-07-18,CAM0159,CH01,3,Impression
TP00000560,L000160,2024-07-11,CAM0110,CH02,4,Form Submit
TP00000561,L000160,2024-08-03,CAM0023,CH02,5,Click
TP00000562,L000160,2024-07-25,CAM0219,CH04,6,Form Submit
TP00000563,L000161,2025-09-12,CAM0093,CH07,1,Form Submit
TP00000564,L000161,2025-09-20,CAM0027,CH01,2,Form Submit
TP00000565,L000161,2025-09-01,CAM0275,CH07,3,Form Submit
TP00000566,L000161,2025-09-20,CAM0206,CH06,4,Website Visit
TP00000567,L000162,2025-11-02,CAM0039,CH04,1,Impression
TP00000568,L000162,2025-11-02,CAM0274,CH01,2,Form Submit
TP00000569,L000162,2025-12-07,CAM0120,CH06,3,Impression
TP00000570,L000162,2025-12-03,CAM0126,CH04,4,Click
TP00000571,L000162,2025-12-10,CAM0226,CH03,5,Email Open
TP00000572,L000163,2023-12-07,CAM0206,CH06,1,Click
TP00000573,L000164,2025-07-17,CAM0037,CH01,1,Email Open
TP00000574,L000164,2025-07-19,CAM0117,CH06,2,Email Open
TP00000575,L000164,2025-07-25,CAM0287,CH05,3,Click
TP00000576,L000164,2025-06-25,CAM0018,CH01,4,Form Submit
TP00000577,L000165,2024-08-09,CAM0265,CH02,1,Click
TP00000578,L000165,2024-08-02,CAM0214,CH03,2,Email Open
TP00000579,L000165,2024-08-17,CAM0094,CH01,3,Impression
TP00000580,L000166,2025-12-12,CAM0111,CH05,1,Click
TP00000581,L000166,2025-11-27,CAM0276,CH01,2,Click
TP00000582,L000166,2025-12-16,CAM0150,CH02,3,Email Open
TP00000583,L000166,2025-11-26,CAM0205,CH02,4,Click
TP00000584,L000166,2025-12-07,CAM0002,CH06,5,Website Visit
TP00000585,L000167,2026-02-05,CAM0168,CH02,1,Click
TP00000586,L000167,2026-02-02,CAM0268,CH02,2,Website Visit
TP00000587,L000167,2026-01-09,CAM0035,CH06,3,Form Submit
TP00000588,L000168,2025-05-21,CAM0087,CH05,1,Website Visit
TP00000589,L000168,2025-06-10,CAM0224,CH06,2,Form Submit
TP00000590,L000168,2025-05-20,CAM0004,CH07,3,Website Visit
TP00000591,L000168,2025-05-17,CAM0287,CH05,4,Click
TP00000592,L000169,2026-01-11,CAM0117,CH06,1,Impression
TP00000593,L000169,2026-02-09,CAM0037,CH01,2,Click
TP00000594,L000170,2024-04-02,CAM0218,CH07,1,Form Submit
TP00000595,L000170,2024-03-16,CAM0298,CH06,2,Email Open
TP00000596,L000170,2024-03-06,CAM0278,CH06,3,Click
TP00000597,L000170,2024-03-12,CAM0045,CH06,4,Form Submit
TP00000598,L000170,2024-03-17,CAM0148,CH04,5,Email Open
TP00000599,L000170,2024-03-30,CAM0052,CH02,6,Form Submit
TP00000600,L000171,2024-09-27,CAM0237,CH01,1,Website Visit
TP00000601,L000171,2024-09-29,CAM0295,CH06,2,Website Visit
TP00000602,L000171,2024-09-22,CAM0199,CH04,3,Email Open
TP00000603,L000172,2025-11-25,CAM0125,CH01,1,Form Submit
TP00000604,L000172,2025-11-03,CAM0151,CH04,2,Form Submit
TP00000605,L000172,2025-10-18,CAM0006,CH04,3,Form Submit
TP00000606,L000172,2025-11-15,CAM0160,CH04,4,Form Submit
TP00000607,L000173,2025-06-26,CAM0191,CH02,1,Click
TP00000608,L000173,2025-07-13,CAM0281,CH05,2,Email Open
TP00000609,L000173,2025-06-17,CAM0200,CH07,3,Form Submit
TP00000610,L000173,2025-06-22,CAM0251,CH06,4,Click
TP00000611,L000174,2024-07-08,CAM0109,CH04,1,Impression
TP00000612,L000174,2024-07-05,CAM0239,CH05,2,Website Visit
TP00000613,L000174,2024-07-25,CAM0019,CH02,3,Email Open
TP00000614,L000174,2024-06-19,CAM0031,CH03,4,Impression
TP00000615,L000175,2025-03-25,CAM0286,CH05,1,Form Submit
TP00000616,L000175,2025-03-09,CAM0138,CH06,2,Click
TP00000617,L000176,2024-02-12,CAM0276,CH01,1,Website Visit
TP00000618,L000176,2024-02-06,CAM0120,CH06,2,Website Visit
TP00000619,L000176,2024-02-05,CAM0041,CH04,3,Form Submit
TP00000620,L000176,2024-01-26,CAM0293,CH05,4,Website Visit
TP00000621,L000177,2025-07-30,CAM0124,CH03,1,Impression
TP00000622,L000177,2025-07-25,CAM0072,CH04,2,Impression
TP00000623,L000177,2025-08-24,CAM0044,CH06,3,Click
TP00000624,L000177,2025-07-29,CAM0109,CH04,4,Email Open
TP00000625,L000177,2025-08-29,CAM0242,CH02,5,Form Submit
TP00000626,L000178,2026-05-24,CAM0106,CH07,1,Impression
TP00000627,L000179,2025-08-06,CAM0284,CH04,1,Impression
TP00000628,L000179,2025-09-08,CAM0265,CH02,2,Email Open
TP00000629,L000179,2025-08-23,CAM0207,CH07,3,Impression
TP00000630,L000179,2025-08-23,CAM0106,CH07,4,Click
TP00000631,L000179,2025-08-21,CAM0013,CH03,5,Click
TP00000632,L000180,2026-03-16,CAM0246,CH01,1,Impression
TP00000633,L000180,2026-03-01,CAM0300,CH01,2,Email Open
TP00000634,L000180,2026-03-18,CAM0001,CH04,3,Website Visit
TP00000635,L000180,2026-02-22,CAM0006,CH04,4,Impression
TP00000636,L000180,2026-02-16,CAM0107,CH01,5,Form Submit
TP00000637,L000181,2024-05-05,CAM0237,CH01,1,Form Submit
TP00000638,L000181,2024-04-24,CAM0251,CH06,2,Click
TP00000639,L000181,2024-05-18,CAM0268,CH02,3,Email Open
TP00000640,L000182,2024-12-28,CAM0067,CH07,1,Email Open
TP00000641,L000182,2024-12-28,CAM0090,CH02,2,Website Visit
TP00000642,L000182,2024-12-04,CAM0239,CH05,3,Website Visit
TP00000643,L000183,2025-08-22,CAM0141,CH03,1,Form Submit
TP00000644,L000183,2025-09-06,CAM0268,CH02,2,Website Visit
TP00000645,L000183,2025-09-01,CAM0099,CH05,3,Email Open
TP00000646,L000183,2025-09-06,CAM0208,CH06,4,Email Open
TP00000647,L000183,2025-08-17,CAM0236,CH07,5,Click
TP00000648,L000184,2025-03-26,CAM0286,CH05,1,Website Visit
TP00000649,L000184,2025-03-28,CAM0155,CH05,2,Impression
TP00000650,L000184,2025-03-10,CAM0260,CH03,3,Email Open
TP00000651,L000184,2025-03-25,CAM0253,CH02,4,Email Open
TP00000652,L000184,2025-03-28,CAM0162,CH07,5,Email Open
TP00000653,L000184,2025-03-24,CAM0109,CH04,6,Click
TP00000654,L000185,2025-12-30,CAM0296,CH03,1,Click
TP00000655,L000185,2026-01-29,CAM0145,CH07,2,Website Visit
TP00000656,L000185,2026-01-14,CAM0267,CH02,3,Impression
TP00000657,L000185,2026-01-29,CAM0139,CH06,4,Click
TP00000658,L000186,2026-06-07,CAM0287,CH05,1,Click
TP00000659,L000187,2026-01-31,CAM0057,CH04,1,Click
TP00000660,L000187,2026-02-09,CAM0080,CH07,2,Impression
TP00000661,L000187,2026-02-04,CAM0138,CH06,3,Impression
TP00000662,L000187,2026-02-15,CAM0097,CH06,4,Website Visit
TP00000663,L000187,2026-01-30,CAM0288,CH03,5,Email Open
TP00000664,L000188,2024-08-30,CAM0158,CH05,1,Website Visit
TP00000665,L000188,2024-09-02,CAM0249,CH01,2,Email Open
TP00000666,L000189,2024-06-28,CAM0197,CH04,1,Form Submit
TP00000667,L000189,2024-07-05,CAM0146,CH01,2,Click
TP00000668,L000189,2024-07-03,CAM0146,CH01,3,Click
TP00000669,L000189,2024-07-06,CAM0222,CH02,4,Website Visit
TP00000670,L000189,2024-07-06,CAM0281,CH05,5,Impression
TP00000671,L000190,2024-10-13,CAM0075,CH05,1,Website Visit
TP00000672,L000191,2025-08-26,CAM0012,CH07,1,Form Submit
TP00000673,L000192,2026-02-24,CAM0148,CH04,1,Website Visit
TP00000674,L000193,2025-02-11,CAM0036,CH02,1,Form Submit
TP00000675,L000193,2025-02-02,CAM0259,CH06,2,Website Visit
TP00000676,L000193,2025-01-24,CAM0229,CH02,3,Email Open
TP00000677,L000193,2025-02-07,CAM0013,CH03,4,Website Visit
TP00000678,L000193,2025-03-06,CAM0256,CH03,5,Form Submit
TP00000679,L000193,2025-02-26,CAM0287,CH05,6,Click
TP00000680,L000194,2025-11-18,CAM0061,CH01,1,Click
TP00000681,L000194,2025-10-27,CAM0212,CH06,2,Form Submit
TP00000682,L000194,2025-10-27,CAM0141,CH03,3,Click
TP00000683,L000195,2025-06-26,CAM0253,CH02,1,Email Open
TP00000684,L000195,2025-06-11,CAM0209,CH03,2,Form Submit
TP00000685,L000195,2025-07-03,CAM0219,CH04,3,Click
TP00000686,L000195,2025-06-13,CAM0136,CH07,4,Form Submit
TP00000687,L000195,2025-06-13,CAM0099,CH05,5,Form Submit
TP00000688,L000196,2024-08-29,CAM0220,CH03,1,Website Visit
TP00000689,L000196,2024-08-20,CAM0076,CH04,2,Website Visit
TP00000690,L000196,2024-08-18,CAM0130,CH04,3,Form Submit
TP00000691,L000196,2024-08-14,CAM0082,CH03,4,Form Submit
TP00000692,L000196,2024-08-18,CAM0012,CH07,5,Click
TP00000693,L000196,2024-08-27,CAM0257,CH07,6,Website Visit
TP00000694,L000197,2025-03-07,CAM0294,CH03,1,Email Open
TP00000695,L000197,2025-02-07,CAM0038,CH05,2,Form Submit
TP00000696,L000197,2025-03-10,CAM0142,CH06,3,Form Submit
TP00000697,L000197,2025-03-13,CAM0078,CH04,4,Website Visit
TP00000698,L000198,2025-05-03,CAM0038,CH05,1,Form Submit
TP00000699,L000198,2025-04-19,CAM0202,CH04,2,Website Visit
TP00000700,L000198,2025-04-08,CAM0182,CH04,3,Website Visit
TP00000701,L000198,2025-04-25,CAM0060,CH05,4,Email Open
TP00000702,L000198,2025-04-07,CAM0049,CH02,5,Impression
TP00000703,L000199,2026-03-13,CAM0221,CH01,1,Website Visit
TP00000704,L000199,2026-02-26,CAM0270,CH07,2,Form Submit
TP00000705,L000199,2026-03-02,CAM0240,CH03,3,Click
TP00000706,L000200,2025-01-19,CAM0185,CH06,1,Email Open
TP00000707,L000201,2024-11-11,CAM0102,CH01,1,Form Submit
TP00000708,L000201,2024-10-15,CAM0112,CH06,2,Impression
TP00000709,L000201,2024-10-03,CAM0107,CH01,3,Impression
TP00000710,L000201,2024-10-04,CAM0002,CH06,4,Website Visit
TP00000711,L000202,2025-12-08,CAM0184,CH07,1,Form Submit
TP00000712,L000202,2025-11-21,CAM0070,CH02,2,Email Open
TP00000713,L000202,2025-12-05,CAM0216,CH01,3,Email Open
TP00000714,L000203,2025-06-06,CAM0105,CH02,1,Website Visit
TP00000715,L000203,2025-06-20,CAM0084,CH07,2,Impression
TP00000716,L000203,2025-07-01,CAM0025,CH03,3,Click
TP00000717,L000204,2025-06-05,CAM0099,CH05,1,Form Submit
TP00000718,L000204,2025-06-30,CAM0246,CH01,2,Email Open
TP00000719,L000204,2025-07-01,CAM0025,CH03,3,Website Visit
TP00000720,L000204,2025-06-26,CAM0209,CH03,4,Click
TP00000721,L000204,2025-06-02,CAM0006,CH04,5,Click
TP00000722,L000205,2024-11-10,CAM0043,CH07,1,Form Submit
TP00000723,L000205,2024-11-13,CAM0113,CH04,2,Form Submit
TP00000724,L000205,2024-10-23,CAM0083,CH05,3,Form Submit
TP00000725,L000206,2025-07-22,CAM0058,CH04,1,Form Submit
TP00000726,L000207,2025-10-15,CAM0218,CH07,1,Email Open
TP00000727,L000207,2025-10-05,CAM0142,CH06,2,Impression
TP00000728,L000207,2025-10-15,CAM0067,CH07,3,Website Visit
TP00000729,L000207,2025-10-30,CAM0189,CH03,4,Form Submit
TP00000730,L000207,2025-10-18,CAM0120,CH06,5,Website Visit
TP00000731,L000208,2024-04-30,CAM0157,CH02,1,Impression
TP00000732,L000209,2025-06-19,CAM0133,CH06,1,Click
TP00000733,L000209,2025-06-28,CAM0171,CH03,2,Website Visit
TP00000734,L000209,2025-07-04,CAM0062,CH03,3,Form Submit
TP00000735,L000209,2025-07-09,CAM0090,CH02,4,Click
TP00000736,L000209,2025-07-01,CAM0295,CH06,5,Form Submit
TP00000737,L000209,2025-06-30,CAM0197,CH04,6,Impression
TP00000738,L000210,2026-05-16,CAM0038,CH05,1,Email Open
TP00000739,L000210,2026-06-12,CAM0083,CH05,2,Impression
TP00000740,L000210,2026-05-18,CAM0017,CH02,3,Form Submit
TP00000741,L000210,2026-05-22,CAM0154,CH03,4,Website Visit
TP00000742,L000210,2026-06-11,CAM0295,CH06,5,Click
TP00000743,L000210,2026-06-10,CAM0055,CH01,6,Impression
TP00000744,L000211,2026-05-09,CAM0048,CH06,1,Email Open
TP00000745,L000211,2026-05-20,CAM0153,CH06,2,Email Open
TP00000746,L000211,2026-05-10,CAM0032,CH01,3,Form Submit
TP00000747,L000212,2025-09-27,CAM0211,CH01,1,Click
TP00000748,L000212,2025-09-13,CAM0032,CH01,2,Form Submit
TP00000749,L000213,2025-06-05,CAM0046,CH03,1,Email Open
TP00000750,L000213,2025-05-25,CAM0275,CH07,2,Website Visit
TP00000751,L000213,2025-06-10,CAM0115,CH06,3,Form Submit
TP00000752,L000214,2026-07-09,CAM0258,CH05,1,Website Visit
TP00000753,L000214,2026-07-27,CAM0271,CH02,2,Website Visit
TP00000754,L000214,2026-07-08,CAM0007,CH02,3,Impression
TP00000755,L000214,2026-07-26,CAM0094,CH01,4,Impression
TP00000756,L000215,2025-07-23,CAM0097,CH06,1,Impression
TP00000757,L000215,2025-06-29,CAM0131,CH06,2,Click
TP00000758,L000215,2025-08-05,CAM0021,CH01,3,Impression
TP00000759,L000216,2025-08-09,CAM0125,CH01,1,Form Submit
TP00000760,L000216,2025-07-22,CAM0145,CH07,2,Click
TP00000761,L000217,2025-10-30,CAM0241,CH01,1,Form Submit
TP00000762,L000217,2025-11-08,CAM0094,CH01,2,Email Open
TP00000763,L000217,2025-10-27,CAM0169,CH05,3,Website Visit
TP00000764,L000217,2025-10-23,CAM0068,CH06,4,Form Submit
TP00000765,L000217,2025-11-13,CAM0112,CH06,5,Website Visit
TP00000766,L000217,2025-11-26,CAM0003,CH07,6,Form Submit
TP00000767,L000218,2025-04-17,CAM0097,CH06,1,Click
TP00000768,L000218,2025-03-23,CAM0098,CH07,2,Website Visit
TP00000769,L000218,2025-04-17,CAM0296,CH03,3,Form Submit
TP00000770,L000219,2025-03-31,CAM0249,CH01,1,Website Visit
TP00000771,L000220,2024-08-18,CAM0239,CH05,1,Website Visit
TP00000772,L000220,2024-08-26,CAM0170,CH02,2,Website Visit
TP00000773,L000221,2026-04-23,CAM0251,CH06,1,Website Visit
TP00000774,L000221,2026-05-17,CAM0003,CH07,2,Email Open
TP00000775,L000221,2026-04-24,CAM0228,CH02,3,Form Submit
TP00000776,L000221,2026-05-17,CAM0247,CH05,4,Form Submit
TP00000777,L000222,2024-03-25,CAM0049,CH02,1,Email Open
TP00000778,L000222,2024-03-26,CAM0134,CH04,2,Impression
TP00000779,L000222,2024-04-20,CAM0018,CH01,3,Website Visit
TP00000780,L000222,2024-04-09,CAM0274,CH01,4,Form Submit
TP00000781,L000222,2024-04-05,CAM0277,CH06,5,Impression
TP00000782,L000223,2024-07-20,CAM0280,CH01,1,Impression
TP00000783,L000223,2024-08-05,CAM0127,CH07,2,Email Open
TP00000784,L000223,2024-07-05,CAM0299,CH02,3,Email Open
TP00000785,L000223,2024-08-01,CAM0078,CH04,4,Email Open
TP00000786,L000223,2024-07-25,CAM0204,CH06,5,Impression
TP00000787,L000223,2024-07-15,CAM0214,CH03,6,Click
TP00000788,L000224,2024-04-27,CAM0270,CH07,1,Form Submit
TP00000789,L000224,2024-05-19,CAM0269,CH03,2,Click
TP00000790,L000224,2024-05-08,CAM0136,CH07,3,Click
