LeadID,CreatedDate,CampaignID,ChannelID,Segment,Country,LatestStage,EstimatedValue
L000355,2025-02-08,CAM0263,CH04,Mid-Market,Germany,Customer,1548.92
L000356,2026-04-05,CAM0265,CH02,Mid-Market,Germany,SQL,3169.21
L000357,2026-05-26,CAM0165,CH07,Enterprise,Germany,MQL,404.65
L000358,2025-07-24,CAM0139,CH06,Enterprise,Singapore,SQL,43.15
L000359,2024-09-05,CAM0238,CH02,Mid-Market,Singapore,MQL,2799.94
L000360,2024-12-09,CAM0213,CH01,SMB,Singapore,Lead,3883.46
L000361,2026-06-11,CAM0091,CH06,Mid-Market,Germany,Lead,566.23
L000362,2025-07-11,CAM0297,CH07,SMB,US,Opportunity,456.46
L000363,2024-09-06,CAM0219,CH04,Enterprise,Australia,SQL,1016.15
L000364,2024-01-20,CAM0200,CH07,Enterprise,UK,MQL,968.06
L000365,2025-06-19,CAM0232,CH06,Mid-Market,US,Customer,2147.31
L000366,2024-02-04,CAM0011,CH01,Enterprise,US,Opportunity,2895.93
L000367,2024-05-26,CAM0164,CH03,SMB,US,SQL,2555.74
L000368,2025-04-19,CAM0253,CH02,Mid-Market,Singapore,MQL,3220.71
L000369,2024-07-20,CAM0183,CH07,Mid-Market,UK,Lead,2523.15
L000370,2026-02-02,CAM0141,CH03,Enterprise,UK,Customer,424.79
L000371,2024-12-03,CAM0228,CH02,Enterprise,Singapore,SQL,1029.5
L000372,2025-02-06,CAM0002,CH06,SMB,Germany,Lead,830.85
L000373,2024-05-23,CAM0191,CH02,Mid-Market,Australia,Customer,3241.34
L000374,2024-11-23,CAM0142,CH06,Mid-Market,Australia,MQL,4450.92
L000375,2024-10-14,CAM0028,CH01,Enterprise,Australia,Lead,2522.42
L000376,2025-03-19,CAM0156,CH07,SMB,Singapore,Opportunity,1004.33
L000377,2026-01-18,CAM0253,CH02,Mid-Market,US,Customer,2397.8
L000378,2026-07-20,CAM0203,CH05,Enterprise,Germany,MQL,1323.86
L000379,2026-08-21,CAM0006,CH04,Enterprise,Australia,MQL,1507.88
L000380,2025-07-11,CAM0033,CH01,Mid-Market,Australia,Customer,617.58
L000381,2024-03-31,CAM0015,CH06,Mid-Market,UK,Opportunity,1516.89
L000382,2025-01-31,CAM0007,CH02,SMB,Germany,Lead,1113.56
L000383,2024-01-15,CAM0070,CH02,Enterprise,Germany,Opportunity,1730.22
L000384,2025-08-01,CAM0091,CH06,Mid-Market,Australia,MQL,2950.88
L000385,2025-07-29,CAM0233,CH04,Mid-Market,US,SQL,710.89
L000386,2025-05-31,CAM0206,CH06,Mid-Market,Singapore,SQL,1428.34
L000387,2024-01-16,CAM0043,CH07,SMB,Australia,Opportunity,1939.3
L000388,2024-10-11,CAM0242,CH02,SMB,Singapore,SQL,1694.06
L000389,2024-07-17,CAM0021,CH01,Enterprise,US,Lead,2873.48
L000390,2026-05-08,CAM0203,CH05,SMB,US,SQL,2201.83
L000391,2025-02-06,CAM0225,CH06,SMB,Australia,Lead,927.45
L000392,2025-12-23,CAM0159,CH01,Mid-Market,Australia,Lead,4060.67
L000393,2024-11-22,CAM0080,CH07,Enterprise,Germany,MQL,2668.05
L000394,2025-06-09,CAM0285,CH06,SMB,Singapore,Lead,2459.41
L000395,2024-04-05,CAM0110,CH02,SMB,Germany,Lead,2277.26
L000396,2024-07-30,CAM0240,CH03,Mid-Market,Germany,Lead,302.53
L000397,2026-08-28,CAM0210,CH03,Mid-Market,Singapore,Lead,2588.73
L000398,2024-08-11,CAM0120,CH06,Mid-Market,Australia,Lead,834.37
L000399,2024-12-29,CAM0293,CH05,SMB,Germany,Lead,1128.7
L000400,2026-08-21,CAM0265,CH02,Enterprise,Singapore,SQL,251.15
L000401,2025-10-15,CAM0224,CH06,SMB,Singapore,SQL,439.88
L000402,2025-09-13,CAM0177,CH07,SMB,UK,MQL,166.1
L000403,2026-04-12,CAM0173,CH06,Mid-Market,Germany,Opportunity,1264.69
L000404,2026-02-10,CAM0181,CH01,Enterprise,Germany,Opportunity,3299.78
L000405,2025-04-18,CAM0124,CH03,SMB,US,Lead,1891.18
L000406,2024-02-25,CAM0209,CH03,Mid-Market,Germany,MQL,1835.65
L000407,2024-07-20,CAM0072,CH04,Enterprise,Singapore,Opportunity,1503.17
L000408,2026-06-22,CAM0285,CH06,Mid-Market,Germany,Lead,829.45
L000409,2025-07-12,CAM0257,CH07,Enterprise,US,Lead,4454.19
L000410,2025-09-11,CAM0040,CH02,Enterprise,Singapore,Lead,1817.88
L000411,2024-12-16,CAM0156,CH07,Enterprise,US,MQL,776.33
L000412,2024-06-20,CAM0118,CH07,SMB,US,Lead,1700.39
L000413,2024-04-11,CAM0233,CH04,SMB,US,Lead,2072.53
L000414,2026-06-12,CAM0177,CH07,Mid-Market,UK,Lead,2400.71
L000415,2026-05-03,CAM0051,CH03,Mid-Market,Singapore,Lead,2556.33
L000416,2024-01-05,CAM0090,CH02,Enterprise,Singapore,Lead,143.18
L000417,2024-11-02,CAM0107,CH01,SMB,UK,Opportunity,971.02
L000418,2026-05-25,CAM0140,CH07,Enterprise,Australia,MQL,194.15
L000419,2024-12-18,CAM0169,CH05,Mid-Market,Germany,Opportunity,3788.18
L000420,2024-09-19,CAM0153,CH06,SMB,Singapore,Opportunity,586.72
L000421,2025-02-02,CAM0099,CH05,Enterprise,Australia,Opportunity,296.02
L000422,2024-05-12,CAM0248,CH02,Mid-Market,Germany,Lead,771.09
L000423,2024-04-09,CAM0083,CH05,SMB,US,Opportunity,707.43
L000424,2026-03-24,CAM0054,CH01,Enterprise,UK,SQL,773.27
L000425,2024-09-27,CAM0233,CH04,SMB,Singapore,MQL,212.11
L000426,2026-04-18,CAM0148,CH04,Mid-Market,Australia,SQL,4480.47
L000427,2024-12-21,CAM0095,CH07,Mid-Market,Germany,Opportunity,2474.53
L000428,2024-02-19,CAM0084,CH07,SMB,Germany,Lead,3511.45
L000429,2024-11-12,CAM0216,CH01,Enterprise,Germany,MQL,1608.06
L000430,2024-10-16,CAM0125,CH01,Mid-Market,Singapore,Lead,2378.4
L000431,2024-01-19,CAM0274,CH01,SMB,UK,Customer,1747.16
L000432,2024-02-25,CAM0046,CH03,Enterprise,Singapore,Opportunity,758.32
L000433,2024-11-11,CAM0129,CH01,Enterprise,US,SQL,3632.71
L000434,2024-09-16,CAM0168,CH02,SMB,Germany,Lead,711.69
L000435,2025-04-03,CAM0144,CH02,Enterprise,UK,Lead,2174.15
L000436,2024-04-15,CAM0150,CH02,SMB,US,SQL,164.16
L000437,2024-03-24,CAM0185,CH06,Enterprise,Singapore,Opportunity,1251.9
L000438,2024-09-07,CAM0010,CH04,SMB,Germany,Lead,764.47
L000439,2024-06-26,CAM0250,CH01,SMB,UK,Lead,1608.01
L000440,2026-08-25,CAM0015,CH06,Enterprise,UK,Lead,3872.9
L000441,2024-12-04,CAM0273,CH05,SMB,Australia,MQL,1495.83
L000442,2025-10-27,CAM0270,CH07,SMB,Germany,Lead,1885.76
L000443,2025-11-05,CAM0255,CH03,SMB,US,Customer,3491.94
L000444,2026-05-08,CAM0232,CH06,Enterprise,UK,MQL,2469.35
L000445,2026-01-05,CAM0091,CH06,SMB,US,SQL,1095.18
L000446,2024-04-14,CAM0154,CH03,Mid-Market,US,Opportunity,3064.94
L000447,2024-02-16,CAM0066,CH04,Mid-Market,Singapore,Lead,206.86
L000448,2026-02-14,CAM0047,CH07,SMB,Germany,Lead,2544.6
L000449,2024-02-04,CAM0169,CH05,Mid-Market,US,Opportunity,2100.51
L000450,2024-09-10,CAM0220,CH03,Enterprise,Australia,SQL,1089.79
L000451,2025-01-11,CAM0032,CH01,Mid-Market,US,Lead,1849.16
L000452,2024-09-22,CAM0287,CH05,SMB,Australia,Lead,313.39
L000453,2025-11-14,CAM0033,CH01,SMB,US,SQL,2035.81
L000454,2024-11-22,CAM0274,CH01,SMB,US,Lead,3164.02
L000455,2026-02-26,CAM0081,CH02,Mid-Market,UK,MQL,2575.47
L000456,2024-02-03,CAM0238,CH02,Enterprise,Singapore,Lead,3287.94
L000457,2024-05-23,CAM0029,CH03,SMB,Singapore,Opportunity,3159.07
L000458,2024-04-20,CAM0144,CH02,Mid-Market,Singapore,Customer,2818.02
L000459,2025-10-06,CAM0251,CH06,SMB,US,Opportunity,1418.1
L000460,2025-08-17,CAM0073,CH05,SMB,UK,SQL,2585.59
L000461,2024-08-06,CAM0156,CH07,SMB,US,Customer,2376.39
L000462,2025-04-13,CAM0109,CH04,SMB,Australia,MQL,1774.72
L000463,2025-11-23,CAM0277,CH06,SMB,US,SQL,1665.86
L000464,2026-04-13,CAM0256,CH03,SMB,Australia,MQL,3808.13
L000465,2026-02-03,CAM0088,CH02,Enterprise,Singapore,SQL,3024.59
L000466,2025-04-01,CAM0270,CH07,SMB,Singapore,Lead,1333.18
L000467,2026-08-23,CAM0194,CH07,SMB,Germany,MQL,284.96
L000468,2026-07-06,CAM0234,CH07,Enterprise,Germany,SQL,1757.71
L000469,2025-03-27,CAM0021,CH01,SMB,Germany,MQL,1290.14
L000470,2025-12-15,CAM0063,CH04,Enterprise,UK,SQL,2360.63
L000471,2025-04-20,CAM0196,CH02,Mid-Market,Australia,MQL,2090.39
L000472,2025-04-26,CAM0071,CH04,SMB,Germany,MQL,250.93
L000473,2025-08-01,CAM0191,CH02,SMB,Germany,Customer,137.4
L000474,2025-10-23,CAM0077,CH02,SMB,UK,SQL,1875.08
L000475,2026-01-19,CAM0243,CH04,SMB,Australia,MQL,2586.6
L000476,2025-02-03,CAM0079,CH07,Mid-Market,UK,MQL,2747.26
L000477,2026-05-03,CAM0133,CH06,Enterprise,Germany,Opportunity,3676.05
L000478,2026-04-10,CAM0200,CH07,Enterprise,US,Lead,1952.22
L000479,2024-10-07,CAM0202,CH04,Enterprise,Germany,MQL,1733.47
L000480,2025-03-05,CAM0051,CH03,Enterprise,UK,Opportunity,1572.87
L000481,2025-10-31,CAM0034,CH01,Enterprise,Singapore,MQL,2510.18
L000482,2024-08-11,CAM0120,CH06,SMB,UK,Lead,439.43
L000483,2025-05-11,CAM0273,CH05,Enterprise,Australia,Lead,263.66
L000484,2025-10-08,CAM0293,CH05,Mid-Market,Singapore,Customer,1510.16
L000485,2024-01-27,CAM0148,CH04,Mid-Market,US,MQL,2244.07
L000486,2026-02-25,CAM0053,CH04,SMB,US,Lead,895.02
L000487,2024-03-26,CAM0184,CH07,Mid-Market,UK,Customer,22.71
L000488,2025-04-07,CAM0167,CH05,Enterprise,Germany,Lead,1692.35
L000489,2025-10-09,CAM0114,CH05,Mid-Market,US,SQL,831.54
L000490,2026-03-16,CAM0148,CH04,SMB,Australia,Customer,2250.42
L000491,2024-09-22,CAM0164,CH03,SMB,UK,SQL,2322.81
L000492,2024-10-18,CAM0111,CH05,Enterprise,US,Lead,1764.46
L000493,2025-01-20,CAM0054,CH01,Mid-Market,Australia,Lead,63.82
L000494,2026-02-09,CAM0288,CH03,Mid-Market,Singapore,Lead,2677.58
L000495,2026-01-11,CAM0013,CH03,Mid-Market,US,MQL,739.17
L000496,2024-05-09,CAM0220,CH03,SMB,Germany,Customer,519.39
L000497,2024-05-16,CAM0162,CH07,SMB,US,Lead,5228.36
L000498,2024-07-07,CAM0174,CH02,Enterprise,US,SQL,1726.31
L000499,2024-10-18,CAM0207,CH07,SMB,Singapore,Opportunity,2510.48
L000500,2025-12-10,CAM0258,CH05,SMB,Singapore,SQL,310.45
L000501,2026-02-16,CAM0232,CH06,Mid-Market,Singapore,SQL,1479.14
L000502,2024-05-19,CAM0026,CH03,Enterprise,UK,MQL,2848.49
L000503,2025-12-23,CAM0268,CH02,Enterprise,Germany,MQL,1372.12
L000504,2024-05-24,CAM0124,CH03,SMB,Australia,Opportunity,1364.37
L000505,2024-05-18,CAM0002,CH06,Mid-Market,Germany,Lead,2481.83
L000506,2025-08-05,CAM0234,CH07,Mid-Market,US,MQL,4915.63
L000507,2025-05-09,CAM0127,CH07,Enterprise,Australia,Lead,1447.08
L000508,2024-04-16,CAM0036,CH02,SMB,Australia,MQL,82.6
L000509,2026-03-14,CAM0182,CH04,Enterprise,Germany,Lead,1474.08
L000510,2024-09-06,CAM0100,CH04,SMB,Singapore,Lead,2954.81
L000511,2024-12-09,CAM0257,CH07,Enterprise,Singapore,MQL,1778.58
L000512,2026-03-31,CAM0200,CH07,SMB,UK,SQL,3144.9
L000513,2024-09-05,CAM0194,CH07,Mid-Market,US,SQL,2374.33
L000514,2026-02-18,CAM0069,CH04,Mid-Market,Singapore,MQL,1891.1
L000515,2024-01-11,CAM0003,CH07,SMB,Australia,SQL,3885.98
L000516,2024-05-03,CAM0183,CH07,Enterprise,Singapore,Opportunity,2587.56
L000517,2024-06-23,CAM0217,CH06,SMB,US,Lead,2592.98
L000518,2026-05-13,CAM0124,CH03,Enterprise,Singapore,SQL,1115.92
L000519,2025-02-12,CAM0169,CH05,Enterprise,US,Lead,656.58
L000520,2025-10-17,CAM0088,CH02,Mid-Market,US,Opportunity,1841.0
L000521,2024-06-23,CAM0011,CH01,Mid-Market,UK,Lead,1111.84
L000522,2024-04-21,CAM0109,CH04,Enterprise,Australia,Lead,1065.56
L000523,2025-04-21,CAM0253,CH02,Enterprise,UK,Opportunity,1059.53
L000524,2024-02-11,CAM0063,CH04,SMB,Singapore,Lead,1052.36
L000525,2024-07-20,CAM0284,CH04,Mid-Market,Singapore,SQL,210.59
L000526,2024-08-07,CAM0176,CH05,Enterprise,US,Lead,635.19
L000527,2025-10-28,CAM0043,CH07,Mid-Market,Germany,Customer,650.75
L000528,2024-09-12,CAM0005,CH02,SMB,Germany,Lead,420.68
L000529,2024-06-09,CAM0259,CH06,SMB,UK,MQL,2402.67
L000530,2024-07-18,CAM0206,CH06,Mid-Market,Australia,MQL,2894.27
L000531,2024-05-05,CAM0184,CH07,Enterprise,US,SQL,1807.99
L000532,2026-01-09,CAM0038,CH05,Enterprise,Australia,Lead,114.47
L000533,2024-01-16,CAM0127,CH07,Enterprise,UK,Opportunity,132.47
L000534,2025-09-16,CAM0200,CH07,Enterprise,UK,SQL,1932.91
L000535,2025-07-19,CAM0248,CH02,Mid-Market,US,SQL,2383.26
L000536,2025-06-23,CAM0130,CH04,Mid-Market,US,MQL,1142.95
L000537,2025-09-06,CAM0198,CH06,SMB,Australia,Lead,2159.34
L000538,2026-05-16,CAM0296,CH03,Mid-Market,Australia,Opportunity,1217.15
L000539,2026-07-08,CAM0116,CH02,Mid-Market,Australia,Lead,2091.25
L000540,2026-01-25,CAM0277,CH06,SMB,UK,SQL,2592.01
L000541,2025-02-08,CAM0062,CH03,Mid-Market,UK,Opportunity,2336.4
L000542,2025-09-17,CAM0199,CH04,SMB,Singapore,Lead,791.53
L000543,2026-08-02,CAM0142,CH06,Mid-Market,UK,Lead,5249.8
L000544,2024-07-11,CAM0084,CH07,SMB,Singapore,Lead,475.33
L000545,2026-05-15,CAM0053,CH04,Enterprise,Germany,Lead,1693.86
L000546,2024-09-06,CAM0134,CH04,SMB,UK,SQL,1537.19
L000547,2026-04-26,CAM0028,CH01,Mid-Market,Singapore,Customer,1248.34
L000548,2024-02-04,CAM0185,CH06,Mid-Market,Germany,Opportunity,1484.8
L000549,2025-11-22,CAM0221,CH01,Enterprise,UK,Lead,1029.41
L000550,2024-09-15,CAM0192,CH05,SMB,Germany,SQL,1554.43
L000551,2024-10-29,CAM0278,CH06,SMB,UK,Lead,3638.38
L000552,2024-07-01,CAM0230,CH02,Mid-Market,Australia,MQL,1656.58
L000553,2025-05-07,CAM0140,CH07,SMB,Singapore,MQL,748.54
L000554,2025-11-09,CAM0273,CH05,Enterprise,UK,Lead,1029.72
L000555,2024-06-01,CAM0241,CH01,Enterprise,US,Lead,1166.95
L000556,2024-04-29,CAM0024,CH04,Enterprise,US,MQL,671.16
L000557,2025-09-15,CAM0261,CH04,Mid-Market,Singapore,Lead,1500.77
L000558,2025-04-03,CAM0008,CH02,Mid-Market,Germany,Lead,1486.8
L000559,2024-07-28,CAM0216,CH01,SMB,Singapore,MQL,943.91
L000560,2026-04-18,CAM0266,CH04,SMB,Australia,Customer,3386.64
L000561,2025-10-02,CAM0287,CH05,Enterprise,Singapore,SQL,2599.69
L000562,2026-03-03,CAM0194,CH07,SMB,US,MQL,1263.19
L000563,2024-10-07,CAM0108,CH01,Mid-Market,US,Opportunity,899.72
L000564,2024-06-03,CAM0052,CH02,Enterprise,UK,Lead,2484.13
L000565,2024-06-02,CAM0144,CH02,SMB,Australia,Lead,10.59
L000566,2024-04-28,CAM0197,CH04,SMB,US,MQL,1133.94
L000567,2025-08-01,CAM0150,CH02,Mid-Market,US,Opportunity,2854.72
L000568,2025-03-26,CAM0138,CH06,SMB,Australia,Customer,691.03
L000569,2024-11-13,CAM0160,CH04,Enterprise,US,MQL,917.05
L000570,2024-03-29,CAM0248,CH02,Enterprise,Germany,Lead,529.73
L000571,2025-08-14,CAM0281,CH05,Mid-Market,UK,Lead,467.76
L000572,2025-03-23,CAM0061,CH01,Enterprise,US,Opportunity,1927.36
L000573,2024-03-24,CAM0228,CH02,SMB,Singapore,SQL,366.13
L000574,2026-06-10,CAM0298,CH06,Mid-Market,Germany,Opportunity,1729.26
L000575,2025-10-02,CAM0185,CH06,Enterprise,Australia,MQL,2240.43
L000576,2026-06-20,CAM0221,CH01,SMB,Australia,MQL,433.49
L000577,2024-05-09,CAM0122,CH02,SMB,UK,SQL,643.62
L000578,2025-12-08,CAM0294,CH03,Mid-Market,US,SQL,2281.39
L000579,2026-08-24,CAM0164,CH03,SMB,Germany,Lead,2183.94
L000580,2025-10-06,CAM0050,CH04,SMB,Germany,Lead,3779.6
L000581,2024-06-27,CAM0053,CH04,SMB,Singapore,Lead,2645.1
L000582,2025-06-24,CAM0213,CH01,Enterprise,Germany,Lead,1923.27
L000583,2024-01-26,CAM0075,CH05,SMB,Germany,MQL,3071.61
L000584,2024-07-08,CAM0226,CH03,SMB,Germany,Opportunity,5310.64
L000585,2025-05-29,CAM0221,CH01,Enterprise,US,Customer,1290.89
L000586,2024-07-10,CAM0194,CH07,Mid-Market,Australia,Lead,2694.85
L000587,2025-07-28,CAM0175,CH02,Enterprise,Australia,Opportunity,2063.51
L000588,2026-07-05,CAM0021,CH01,Mid-Market,Australia,Opportunity,1817.21
L000589,2025-07-05,CAM0071,CH04,Enterprise,Germany,Customer,3133.92
L000590,2024-12-17,CAM0187,CH03,Mid-Market,UK,Opportunity,1730.74
L000591,2024-04-13,CAM0153,CH06,Mid-Market,Singapore,SQL,4661.45
L000592,2026-06-18,CAM0077,CH02,Mid-Market,Australia,Lead,3232.58
L000593,2025-04-03,CAM0194,CH07,Enterprise,Singapore,Opportunity,2788.16
L000594,2024-11-24,CAM0102,CH01,Mid-Market,US,Lead,1738.53
L000595,2026-04-17,CAM0140,CH07,Enterprise,Germany,MQL,1431.44
L000596,2024-09-05,CAM0275,CH07,Enterprise,Australia,Lead,1630.55
L000597,2024-10-18,CAM0160,CH04,Enterprise,Singapore,MQL,1529.27
L000598,2024-08-27,CAM0080,CH07,Enterprise,US,MQL,2400.01
L000599,2024-08-12,CAM0284,CH04,Mid-Market,Germany,Lead,2875.58
L000600,2024-01-26,CAM0109,CH04,SMB,UK,SQL,2634.91
L000601,2024-07-07,CAM0195,CH04,SMB,Singapore,SQL,3137.62
L000602,2026-06-16,CAM0151,CH04,Mid-Market,US,Customer,1009.03
L000603,2026-06-25,CAM0105,CH02,SMB,UK,Lead,1563.83
L000604,2024-09-12,CAM0090,CH02,SMB,Australia,SQL,927.78
L000605,2026-02-01,CAM0059,CH01,SMB,UK,Customer,2167.67
L000606,2025-08-26,CAM0111,CH05,Mid-Market,UK,SQL,3101.47
L000607,2024-05-19,CAM0245,CH05,Enterprise,US,Lead,837.27
L000608,2025-07-09,CAM0220,CH03,SMB,Germany,Lead,2026.9
L000609,2024-06-25,CAM0101,CH06,Mid-Market,Singapore,SQL,97.28
L000610,2024-12-07,CAM0157,CH02,SMB,UK,Lead,1201.0
L000611,2025-06-11,CAM0060,CH05,Enterprise,Germany,Lead,1736.03
L000612,2025-04-24,CAM0007,CH02,SMB,Australia,Opportunity,843.1
L000613,2025-10-01,CAM0148,CH04,Enterprise,Singapore,Customer,1453.01
L000614,2024-02-16,CAM0042,CH02,SMB,Germany,Customer,2259.52
L000615,2026-03-01,CAM0172,CH05,Mid-Market,Singapore,MQL,2245.67
L000616,2026-06-16,CAM0150,CH02,Mid-Market,Germany,Customer,3771.26
L000617,2026-05-28,CAM0107,CH01,Enterprise,Australia,MQL,4111.06
L000618,2026-06-26,CAM0105,CH02,Enterprise,Singapore,MQL,3592.66
L000619,2025-04-14,CAM0041,CH04,Mid-Market,Singapore,Lead,4067.3
L000620,2026-04-28,CAM0172,CH05,Enterprise,UK,Opportunity,2585.53
L000621,2026-02-11,CAM0238,CH02,SMB,Australia,Customer,470.11
L000622,2026-08-14,CAM0125,CH01,Enterprise,Singapore,SQL,958.32
L000623,2026-01-11,CAM0257,CH07,SMB,Singapore,MQL,1020.22
L000624,2024-05-02,CAM0123,CH05,Mid-Market,Germany,Opportunity,1880.89
L000625,2024-12-10,CAM0129,CH01,Enterprise,UK,Opportunity,655.28
L000626,2025-05-05,CAM0175,CH02,SMB,Australia,MQL,1083.57
L000627,2026-03-30,CAM0111,CH05,SMB,Singapore,Lead,2289.21
L000628,2024-09-11,CAM0188,CH01,Mid-Market,Singapore,MQL,2893.29
L000629,2026-05-09,CAM0288,CH03,Mid-Market,Australia,MQL,2499.01
L000630,2024-09-22,CAM0147,CH02,Mid-Market,Germany,Lead,1478.99
L000631,2025-11-21,CAM0069,CH04,SMB,UK,Lead,566.13
L000632,2024-03-23,CAM0297,CH07,SMB,US,Opportunity,3832.5
L000633,2024-07-19,CAM0010,CH04,Enterprise,UK,SQL,3432.96
L000634,2024-05-25,CAM0013,CH03,Mid-Market,Singapore,SQL,3598.52
L000635,2025-06-14,CAM0027,CH01,Enterprise,Germany,Customer,1115.67
L000636,2024-07-24,CAM0264,CH03,Enterprise,US,Opportunity,2703.28
L000637,2025-02-01,CAM0052,CH02,SMB,Australia,Opportunity,3900.79
L000638,2025-07-09,CAM0041,CH04,Mid-Market,UK,MQL,3088.4
L000639,2026-04-03,CAM0242,CH02,SMB,US,Lead,441.64
L000640,2024-07-27,CAM0156,CH07,Mid-Market,Australia,Lead,3240.27
L000641,2026-07-08,CAM0273,CH05,Enterprise,US,SQL,1889.19
L000642,2025-10-26,CAM0141,CH03,Enterprise,Australia,Customer,1351.83
L000643,2026-02-09,CAM0127,CH07,Enterprise,UK,SQL,4120.46
L000644,2024-07-28,CAM0236,CH07,Mid-Market,Singapore,Lead,163.44
L000645,2025-06-26,CAM0192,CH05,Mid-Market,Germany,Lead,3099.68
L000646,2026-07-10,CAM0290,CH04,Enterprise,Australia,Lead,1784.4
L000647,2024-04-02,CAM0066,CH04,SMB,US,Lead,2206.56
L000648,2025-02-28,CAM0280,CH01,SMB,US,Lead,1074.89
L000649,2024-01-12,CAM0198,CH06,SMB,UK,SQL,2070.89
L000650,2024-02-09,CAM0190,CH06,Mid-Market,US,Lead,895.24
L000651,2024-02-29,CAM0150,CH02,Enterprise,Australia,Customer,1710.95
L000652,2024-12-09,CAM0079,CH07,Mid-Market,Germany,Opportunity,3783.21
L000653,2025-08-12,CAM0286,CH05,Enterprise,Germany,Customer,1287.57
L000654,2026-05-10,CAM0285,CH06,Mid-Market,Singapore,Lead,3142.53
L000655,2025-10-10,CAM0045,CH06,Enterprise,Germany,SQL,3210.28
L000656,2024-01-22,CAM0205,CH02,Enterprise,UK,Opportunity,1637.96
L000657,2024-07-14,CAM0200,CH07,Enterprise,US,Lead,565.19
L000658,2024-03-01,CAM0025,CH03,Mid-Market,Singapore,Opportunity,2003.9
L000659,2025-04-06,CAM0220,CH03,Enterprise,Singapore,MQL,2585.72
L000660,2024-03-07,CAM0173,CH06,Mid-Market,US,Lead,3224.29
L000661,2024-08-21,CAM0072,CH04,Enterprise,Australia,MQL,2039.88
L000662,2026-04-18,CAM0200,CH07,SMB,US,Lead,2321.23
L000663,2025-12-10,CAM0298,CH06,Mid-Market,Germany,Lead,2334.36
L000664,2025-02-03,CAM0168,CH02,Enterprise,Singapore,Customer,114.08
L000665,2026-06-09,CAM0268,CH02,Mid-Market,Germany,Lead,137.06
L000666,2024-06-09,CAM0048,CH06,Mid-Market,Germany,Lead,4873.86
L000667,2024-04-18,CAM0043,CH07,Mid-Market,UK,SQL,3477.86
L000668,2026-06-05,CAM0129,CH01,Enterprise,UK,Lead,3759.33
L000669,2026-03-21,CAM0182,CH04,Enterprise,Australia,SQL,2970.09
L000670,2026-04-29,CAM0027,CH01,Mid-Market,Germany,Customer,2093.66
L000671,2024-01-02,CAM0013,CH03,Enterprise,US,MQL,2203.08
L000672,2024-04-02,CAM0133,CH06,SMB,Germany,Opportunity,3320.95
L000673,2024-03-21,CAM0057,CH04,Mid-Market,Australia,Lead,4668.61
L000674,2024-01-27,CAM0190,CH06,Enterprise,Singapore,Lead,2681.9
L000675,2026-05-14,CAM0142,CH06,SMB,Germany,MQL,4045.81
L000676,2024-09-03,CAM0184,CH07,Mid-Market,Singapore,Lead,1032.6
L000677,2024-09-28,CAM0050,CH04,Mid-Market,Singapore,SQL,1828.69
L000678,2026-08-13,CAM0270,CH07,Enterprise,Australia,MQL,1286.08
L000679,2026-01-14,CAM0175,CH02,Enterprise,UK,Lead,787.53
L000680,2025-01-02,CAM0136,CH07,Enterprise,UK,Lead,954.93
L000681,2026-02-12,CAM0035,CH06,Enterprise,UK,MQL,395.36
L000682,2024-04-05,CAM0034,CH01,SMB,Australia,Opportunity,1255.64
L000683,2024-05-18,CAM0059,CH01,Enterprise,Australia,Lead,2675.28
L000684,2025-04-20,CAM0290,CH04,Enterprise,Australia,MQL,3838.36
L000685,2024-04-22,CAM0025,CH03,Mid-Market,Australia,Opportunity,2247.9
L000686,2024-06-23,CAM0261,CH04,SMB,Singapore,SQL,1569.51
L000687,2025-03-24,CAM0204,CH06,Enterprise,UK,Opportunity,3792.77
L000688,2024-01-20,CAM0041,CH04,Enterprise,Singapore,Customer,2629.67
L000689,2026-06-20,CAM0154,CH03,SMB,Germany,Lead,1397.74
L000690,2024-09-19,CAM0273,CH05,Enterprise,Singapore,Lead,32.91
L000691,2026-01-19,CAM0191,CH02,Mid-Market,Singapore,Lead,1042.9
L000692,2025-07-27,CAM0195,CH04,Mid-Market,Germany,Lead,622.52
L000693,2024-04-14,CAM0008,CH02,Enterprise,Germany,Lead,429.5
L000694,2025-04-15,CAM0258,CH05,Mid-Market,Singapore,Lead,3420.18
L000695,2025-10-13,CAM0117,CH06,SMB,US,MQL,864.27
L000696,2024-09-23,CAM0187,CH03,SMB,Singapore,Lead,1075.03
L000697,2024-02-08,CAM0079,CH07,Mid-Market,Germany,Lead,2320.52
L000698,2024-06-19,CAM0044,CH06,Mid-Market,Singapore,Lead,1816.67
L000699,2026-03-16,CAM0038,CH05,Enterprise,Singapore,MQL,3652.23
L000700,2024-11-14,CAM0134,CH04,Mid-Market,Germany,Lead,1501.34
L000701,2024-07-16,CAM0079,CH07,Mid-Market,Singapore,SQL,2469.84
L000702,2025-06-10,CAM0252,CH07,Mid-Market,Australia,Lead,2829.39
L000703,2025-07-17,CAM0244,CH03,Mid-Market,Singapore,Customer,3584.53
L000704,2026-08-26,CAM0156,CH07,Mid-Market,US,MQL,1493.75
L000705,2025-06-04,CAM0232,CH06,Mid-Market,UK,Customer,3474.84
L000706,2025-11-11,CAM0204,CH06,Mid-Market,Germany,MQL,147.67
L000707,2025-03-06,CAM0047,CH07,Enterprise,UK,SQL,2957.79
L000708,2024-10-26,CAM0295,CH06,SMB,Germany,Opportunity,3446.25
